Cycle,voltage mean,voltage std,voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current mean,current std,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy,RUL,SOH
1,4.1001625,0.0625515,-1.310258,0.046924565,0.61608595,1265.66,0.00012490395,3.59576,0.31350484,0.09379784,-1.1178449,0.31140772,0.054971043,634.828,-0.00066918397,3.9047158,718,1.0
2,4.0978565,0.06126361,-1.2937562,0.064964,0.6097897,1252.682,0.00012578943,3.5718932,0.31342778,0.09417008,-1.116837,0.31233478,0.054748148,630.63403,-0.00067271123,3.9036703,717,0.9950731
3,4.101575,0.062319152,-1.3148023,0.035358027,0.614215,1261.5361,0.00011851692,3.5971258,0.31291774,0.09322639,-1.1183559,0.30883753,0.054140154,627.6321,-0.0006778886,3.8923602,716,0.98624015
4,4.0991235,0.062393084,-1.3084918,0.049766786,0.62415475,1282.2902,0.000113679074,3.5945475,0.3128004,0.093563035,-1.1167573,0.31380346,0.0538939,623.12805,-0.0006815564,3.888134,715,0.9777987
5,4.0986075,0.06135394,-1.3040503,0.050527267,0.61098766,1255.2201,0.000117696654,3.5726526,0.31354257,0.09238639,-1.1194899,0.30808756,0.053272747,615.43207,-0.00068019837,3.8768096,714,0.9736991
6,4.10109,0.063369,-1.3240706,0.029862395,0.626761,1287.5361,0.00011225165,3.6187544,0.31311482,0.093794234,-1.115573,0.3137655,0.054087266,625.93005,-0.00068050897,3.8912394,713,0.96647024
7,4.101669,0.063314304,-1.3262498,0.023893964,0.62543947,1284.6862,0.00011253045,3.618738,0.31249785,0.09350794,-1.115766,0.31504616,0.053881582,623.9341,-0.00068114116,3.88895,712,0.9625342
8,4.100663,0.06114033,-1.3095378,0.038030133,0.61100185,1255.3561,0.00011485388,3.5742257,0.3139246,0.09468642,-1.1055846,0.3238197,0.05503911,634.8301,-0.0006861981,3.903937,711,0.944186
9,4.0980606,0.061112057,-1.3041546,0.05380283,0.61120063,1255.5962,0.000118133874,3.5726948,0.3141001,0.0942115,-1.1055065,0.32727048,0.055175103,636.93005,-0.00068242085,3.9032896,710,0.9402127
10,4.1000223,0.06110027,-1.3094585,0.042030036,0.61144483,1256.2521,0.000112228874,3.5743802,0.31351897,0.09379264,-1.1037991,0.32777098,0.05522238,639.92804,-0.0006811252,3.9068904,709,0.9364717
11,4.1017723,0.06319994,-1.3292083,0.023894208,0.6285636,1291.5302,0.00010889976,3.6184192,0.31257147,0.093196616,-1.1046449,0.3265275,0.05497232,638.23206,-0.00067787286,3.9066498,708,0.93227863
12,4.1028,0.06221491,-1.3245485,0.019116934,0.61884546,1271.5641,0.00011010363,3.5979116,0.31045476,0.09350385,-1.1010326,0.32846367,0.055067714,640.1321,-0.0006722578,3.9288702,707,0.9279585
13,4.1006446,0.062192198,-1.3194411,0.03575297,0.6248239,1283.7361,0.000112024005,3.5960944,0.31319818,0.09372337,-1.1035758,0.32616442,0.05602156,649.6321,-0.0006687808,3.922686,706,0.9238107
14,4.0995035,0.062222656,-1.3155564,0.042595223,0.6269172,1288.0042,0.000107415544,3.5948904,0.31173852,0.09425727,-1.0990053,0.33182275,0.056290664,652.9341,-0.000668377,3.9328594,705,0.9195285
15,4.100616,0.06320167,-1.3262677,0.029827498,0.6334663,1301.3982,0.00011060318,3.618319,0.31221366,0.09407439,-1.1002258,0.32976875,0.056467105,654.7341,-0.00066541735,3.9348795,704,0.91522455
16,4.0993495,0.061082326,-1.3095378,0.044124182,0.61298794,1259.4681,0.0001152911,3.5724149,0.31233433,0.09381533,-1.1008018,0.3299279,0.05642996,653.5301,-0.0006638413,3.9331677,703,0.91105103
17,4.0996723,0.062214155,-1.317123,0.040172543,0.62781703,1290.0161,0.00010916388,3.5958605,0.31262395,0.0936591,-1.1008713,0.32914606,0.056627326,656.42804,-0.0006618157,3.9353297,702,0.90659595
18,4.100517,0.061113354,-1.3119005,0.0389449,0.61365306,1260.8002,0.00011353999,3.574427,0.31280002,0.09328211,-1.0994093,0.3275969,0.0567649,658.5281,-0.00066016614,3.937238,701,0.902297
19,4.0993934,0.06113794,-1.3109908,0.043287896,0.6139671,1261.3462,0.000112883325,3.5725951,0.3135347,0.093290605,-1.1011456,0.32628813,0.056924786,659.0301,-0.00065895746,3.9371026,700,0.8980541
20,4.1022205,0.063214995,-1.3325526,0.018288111,0.6306273,1295.4161,0.000112883885,3.6188712,0.31114876,0.093609884,-1.0963665,0.33253253,0.057132352,664.63007,-0.00065818126,3.9482682,699,0.89423823
21,4.1004267,0.061124943,-1.3129406,0.037854657,0.6146115,1262.5662,0.0001124461,3.5749207,0.31108257,0.09329468,-1.0976243,0.33097097,0.05716624,665.5301,-0.0006539938,3.949335,698,0.89024377
22,4.0987153,0.06112944,-1.3102641,0.049101513,0.61468816,1262.9701,0.00011594832,3.5726562,0.31018478,0.0939225,-1.0947987,0.3358414,0.05761701,670.6321,-0.00065293454,3.9588509,697,0.8862896
23,4.1012006,0.06317098,-1.3286357,0.024321964,0.6339827,1302.5702,0.000109494875,3.6179204,0.31100148,0.093877465,-1.0952027,0.33472875,0.05785413,672.3321,-0.00065190444,3.96113,696,0.8821001
24,4.1004767,0.06311322,-1.3257455,0.031568196,0.6370925,1308.8322,0.00011026481,3.618236,0.31095684,0.093669675,-1.095939,0.33438477,0.057831578,672.0301,-0.0006496706,3.960954,695,0.87798333
25,4.1024413,0.06305382,-1.3326752,0.016976913,0.63086677,1295.8741,0.00011283757,3.6194627,0.31306028,0.092668466,-1.1003982,0.32704896,0.057754807,669.93005,-0.0006486105,3.9528027,694,0.8736265
26,4.0989676,0.062056713,-1.315929,0.04525341,0.6293192,1292.6681,0.0001100411,3.5949283,0.31175354,0.09325614,-1.0984215,0.33106282,0.0582007,676.43207,-0.0006471075,3.9642744,693,0.8696244
27,4.1021013,0.06203744,-1.3254385,0.023544319,0.6251999,1284.1761,0.00011000129,3.5963342,0.31186438,0.09313149,-1.0982105,0.33146384,0.058177117,675.53204,-0.00064578094,3.9636266,692,0.86551046
28,4.102031,0.063118555,-1.3322802,0.01907335,0.63358665,1301.4181,0.00010768756,3.6194084,0.311045,0.09268602,-1.0981884,0.3313394,0.058015432,675.32806,-0.0006414598,3.9640594,691,0.86156154
29,4.098965,0.062157184,-1.3184344,0.042090464,0.63067496,1295.4901,0.00010872666,3.594939,0.31215605,0.092719756,-1.1010674,0.3285143,0.058333933,677.5301,-0.000639148,3.9646802,690,0.85767555
30,4.1030097,0.06302734,-1.3343844,0.014571307,0.6300719,1294.1881,0.000111275265,3.6198754,0.31021377,0.0932183,-1.0971328,0.33393317,0.05858511,682.62805,-0.0006378319,3.9765925,689,0.85413694
31,4.101114,0.06299607,-1.3286992,0.027858611,0.6367036,1307.7621,0.00010641638,3.618627,0.31057543,0.0928288,-1.0941942,0.33343998,0.058694195,683.43005,-0.00064030784,3.977085,688,0.85013604
32,4.101762,0.06211458,-1.3246294,0.023091594,0.6279953,1289.8401,0.00011021656,3.597553,0.3112156,0.0926956,-1.0917699,0.33388928,0.058994852,687.0301,-0.00063851516,3.9793744,687,0.8466196
33,4.101845,0.06302391,-1.330941,0.02219037,0.63459235,1303.3961,0.000107598666,3.6189406,0.3113556,0.09247379,-1.0912415,0.33447704,0.059067167,687.93207,-0.0006346412,3.9792202,686,0.84292006
34,4.101088,0.06194184,-1.3219218,0.031421114,0.6295634,1293.2002,0.00011044666,3.596066,0.31132716,0.0924199,-1.090087,0.33661297,0.059031907,687.33405,-0.00063581235,3.979462,685,0.8396752
35,4.098999,0.062008176,-1.316712,0.044059765,0.6304786,1295.0061,0.000109603876,3.5957787,0.3112416,0.09228257,-1.0915588,0.33740175,0.059070274,688.4241,-0.0006337849,3.9796643,684,0.83652997
36,4.1030617,0.06304848,-1.3360482,0.010028598,0.6309685,1296.2341,0.00011050464,3.6186957,0.30943716,0.09294474,-1.0902251,0.34398472,0.05918201,690.3301,-0.0006338348,3.9888716,683,0.83345866
37,4.0986404,0.062076807,-1.3172852,0.04444381,0.6315476,1297.3501,0.000110260546,3.5944295,0.31186655,0.09469286,-1.0903031,0.34636578,0.06055385,701.23206,-0.00063429336,4.0006337,682,0.8298814
38,4.099612,0.061950717,-1.3182075,0.03849973,0.63027954,1294.7301,0.00010894388,3.5961814,0.31233838,0.09456233,-1.0909371,0.34453493,0.06081002,704.5281,-0.0006325795,4.003097,681,0.82655525
39,4.1017833,0.061952453,-1.323061,0.02719476,0.6283998,1290.9121,0.000108873166,3.597583,0.31224787,0.094415635,-1.0896457,0.34371513,0.060596697,700.5281,-0.0006324018,4.0053215,680,0.8231149
40,4.098865,0.06192534,-1.3186789,0.042689368,0.6304374,1294.9042,0.00010828943,3.5944817,0.31240356,0.09411973,-1.0875078,0.34356257,0.060864855,705.3301,-0.0006295538,4.0063353,679,0.81999135
41,4.101903,0.06300456,-1.3328182,0.0197183,0.63618314,1306.8701,0.000107679676,3.6191025,0.3116937,0.09379022,-1.0859445,0.34243667,0.06063789,703.53204,-0.0006282331,4.004461,678,0.817147
42,4.100939,0.061988663,-1.3235102,0.029653154,0.63098454,1296.1881,0.00011007237,3.596104,0.31251258,0.093714215,-1.085946,0.33939677,0.061011516,707.8241,-0.0006275999,4.0066247,677,0.8138006
43,4.1022897,0.06193569,-1.3258986,0.022397107,0.62728983,1288.5502,0.00010904145,3.5974007,0.31309804,0.09367353,-1.0869571,0.33643338,0.06115729,708.4341,-0.00062786846,4.0082397,676,0.810966
44,4.1007733,0.063009664,-1.329926,0.028676856,0.64024466,1315.1141,0.000107567575,3.618486,0.3125075,0.093424216,-1.0889182,0.33478913,0.0610424,708.43005,-0.0006259919,4.007705,675,0.80791664
45,4.1021876,0.06302502,-1.3343441,0.015736004,0.6366444,1307.7742,0.000106049985,3.6186657,0.31072876,0.092834346,-1.0911716,0.33521724,0.060397886,702.4341,-0.00062289304,4.003452,674,0.8041835
46,4.103261,0.06284223,-1.3350278,0.0101973675,0.632057,1298.1141,0.00011088,3.6203446,0.31228492,0.09282123,-1.0966105,0.33064577,0.060892936,706.23206,-0.00062143273,4.0065727,673,0.8011303
47,4.1001825,0.060821958,-1.3151712,0.038408972,0.61623436,1265.7821,0.00011157166,3.5733833,0.31061074,0.09352763,-1.0970156,0.33592024,0.061255347,712.8301,-0.0006135611,4.0165815,672,0.79855967
48,4.101653,0.0630316,-1.3323424,0.021434022,0.6380265,1310.6361,0.0001063887,3.6182625,0.31058842,0.0934731,-1.0986869,0.3363078,0.061256327,712.93207,-0.00061447313,4.0169997,671,0.79572964
49,4.1012487,0.06199583,-1.3234247,0.027913084,0.63182044,1297.8141,0.0001098838,3.597432,0.3109151,0.093523346,-1.0991318,0.33717063,0.06131187,712.7341,-0.0006134683,4.0171905,670,0.7929771
50,4.0997477,0.06083781,-1.3141356,0.038840257,0.6170536,1267.5121,0.00011310277,3.5732155,0.3102448,0.09336065,-1.095083,0.34034115,0.06105673,710.2361,-0.000612777,4.01692,669,0.79044795
51,4.0993605,0.06197502,-1.3196418,0.038392477,0.6321033,1298.4581,0.00010828999,3.5954397,0.30968335,0.09312859,-1.0960373,0.34020966,0.06110837,713.5281,-0.0006109408,4.0170426,668,0.7878978
52,4.101996,0.062883765,-1.3331727,0.018969098,0.636441,1307.3301,0.00010528926,3.6195464,0.31201407,0.09231007,-1.0999416,0.3336666,0.060908794,707.53204,-0.00060940813,4.007017,667,0.7848072
53,4.1026235,0.06289688,-1.3338761,0.014898756,0.63491875,1304.2101,0.00010942804,3.6201594,0.31007487,0.09294732,-1.0961814,0.33987486,0.06124121,714.6321,-0.00060905755,4.0173607,666,0.78268623
54,4.099885,0.060775757,-1.3149389,0.039847344,0.6166145,1266.6182,0.000111354435,3.573102,0.31150493,0.094484664,-1.0931723,0.34414718,0.06228465,722.6321,-0.00061491557,4.028773,665,0.7799678
55,4.100668,0.06294084,-1.3305829,0.02877565,0.64224356,1319.2382,0.00010668722,3.6174035,0.3109601,0.09405569,-1.0921565,0.3446566,0.06212725,721.6321,-0.0006120769,4.0287604,664,0.7774162
56,4.1012425,0.06300065,-1.3309035,0.024039984,0.63981223,1314.2081,0.000105394516,3.6188226,0.3121083,0.09414233,-1.0929124,0.34373006,0.06242211,722.9281,-0.00060863176,4.0301843,663,0.7748771
57,4.0998845,0.061909765,-1.3206638,0.03737214,0.63135064,1296.8281,0.00010610166,3.5960205,0.31190753,0.09401618,-1.092135,0.3435384,0.06249109,725.1321,-0.0006121158,4.030952,662,0.77262974
58,4.1013284,0.061920255,-1.3245595,0.02633386,0.63153285,1297.2122,0.0001089457,3.5966153,0.31176078,0.093863264,-1.0920514,0.34368473,0.062436648,724.6261,-0.0006121365,4.031275,661,0.7701142
59,4.1006413,0.06292253,-1.3292159,0.028810846,0.64162505,1317.9102,0.00010820758,3.617791,0.3106837,0.09456662,-1.0884066,0.3496933,0.062876664,730.5281,-0.0006080516,4.04025,660,0.7680576
60,4.1010046,0.06302988,-1.3313836,0.025849767,0.64108,1316.7921,0.00010515987,3.6185064,0.31230718,0.09380149,-1.0908328,0.34397915,0.06269092,727.5281,-0.00061311526,4.0326304,659,0.765465
61,4.1020527,0.06292735,-1.3346248,0.01751032,0.6377586,1309.9662,0.00010523406,3.6196365,0.3101102,0.0942602,-1.0870825,0.34908324,0.0627454,730.13007,-0.00061059,4.0482817,658,0.76338005
62,4.103002,0.06289791,-1.3371471,0.010698498,0.6345731,1303.4061,0.000108792316,3.620515,0.3113648,0.09334863,-1.0907545,0.34395194,0.062452916,726.5301,-0.00060875376,4.032318,657,0.7611294
63,4.1018763,0.061908405,-1.3259742,0.022087758,0.6312565,1296.5841,0.00010744522,3.5975063,0.31125042,0.093254894,-1.0898246,0.3440953,0.06249914,727.9241,-0.0006088781,4.032644,656,0.7591021
64,4.1030927,0.06288914,-1.3379897,0.0082881795,0.6341663,1302.6062,0.000107922526,3.6204705,0.31076798,0.0930496,-1.0906124,0.343881,0.06229886,725.8301,-0.00060800783,4.0312357,655,0.75677824
65,4.1002507,0.06304792,-1.3303328,0.029055605,0.6439291,1322.6821,0.00010734876,3.6176903,0.30953863,0.09366401,-1.0862424,0.34972486,0.062680215,731.2361,-0.00060779025,4.040627,654,0.75490785
66,4.1007767,0.06298499,-1.3312744,0.024231117,0.6423075,1319.3501,0.000106537605,3.6177185,0.31097376,0.092699386,-1.0891185,0.34278348,0.062391464,726.8321,-0.0006058203,4.032733,653,0.75255847
67,4.1006517,0.06299189,-1.3314543,0.02545414,0.64259756,1319.9082,0.00010596021,3.617765,0.30939007,0.09321401,-1.0839338,0.34904885,0.062652364,731.2281,-0.0006046823,4.0436053,652,0.7509935
68,4.1033177,0.062746696,-1.3373004,0.0063599115,0.63277847,1299.7202,0.00010764536,3.6196892,0.31157967,0.09474418,-1.0844066,0.35238752,0.06410567,744.2301,-0.0006044159,4.055627,651,0.7490151
69,4.100317,0.06299183,-1.3297879,0.029460318,0.64373547,1322.2742,0.00010711555,3.6183612,0.31137115,0.094494104,-1.0846611,0.3518018,0.064008854,743.13007,-0.00060388295,4.0553617,650,0.7466743
70,4.098579,0.061902482,-1.3192267,0.0443268,0.6309159,1295.7981,0.0001096011,3.5942953,0.3103566,0.09269718,-1.0874872,0.3470158,0.06322667,738.8301,-0.0005990119,4.0460896,649,0.74466276
71,4.1021423,0.06294951,-1.3362893,0.015549234,0.6370519,1308.5082,0.00010397571,3.6191564,0.30972818,0.09266624,-1.0860193,0.34821123,0.06300383,736.93207,-0.0006007337,4.045097,648,0.7429142
72,4.1018844,0.06284708,-1.3337716,0.017863853,0.6381696,1310.8281,0.00010403045,3.6193664,0.31034207,0.09411709,-1.0815971,0.3535955,0.063737,741.9301,-0.0006030811,4.0541105,647,0.7411704
73,4.099707,0.06181648,-1.3227727,0.035768528,0.6299991,1294.0881,0.0001069761,3.5946133,0.31181973,0.093053035,-1.0833822,0.34811857,0.06346519,737.6321,-0.0006058383,4.0462418,646,0.7389052
74,4.1009903,0.061882544,-1.3237332,0.027162222,0.6300047,1294.1022,0.00010857142,3.595947,0.3111642,0.09388038,-1.078819,0.35281676,0.064214535,748.13007,-0.00060294854,4.0586066,645,0.7373245
75,4.0999455,0.060760736,-1.3167863,0.03618129,0.6152839,1263.7761,0.00010872721,3.574038,0.31010357,0.09456835,-1.0776964,0.35767072,0.064517096,751.32806,-0.0006018598,4.065539,644,0.73544884
76,4.1001887,0.0629036,-1.3281767,0.029510526,0.64326066,1321.3221,0.000107384556,3.6172822,0.3117487,0.09379319,-1.0804265,0.35385355,0.06427208,746.8321,-0.00060185406,4.0576053,643,0.7333894
77,4.0985885,0.061876137,-1.3203915,0.043287612,0.6302757,1294.8162,0.00010916388,3.5946307,0.31049243,0.09358472,-1.0787189,0.35750595,0.06399192,746.4341,-0.0006012588,4.056734,642,0.73194575
78,4.0986977,0.061860424,-1.3205935,0.042398605,0.62975776,1293.7861,0.000107414984,3.5950778,0.31078357,0.09349399,-1.0798631,0.357829,0.06377856,740.9341,-0.00060074584,4.052,641,0.72977376
79,4.1007743,0.06296172,-1.3321183,0.024328148,0.64148295,1317.8402,0.00010722668,3.6186426,0.3111124,0.09350624,-1.0796267,0.35641593,0.064136036,746.7341,-0.0005999201,4.057205,640,0.7279289
80,4.100129,0.061864868,-1.3233958,0.03383764,0.62980884,1293.8601,0.000105881656,3.5957801,0.31075814,0.09330234,-1.0795255,0.3564952,0.06410766,747.6281,-0.00059777487,4.057544,639,0.7262888
81,4.099346,0.061975688,-1.3226837,0.037017584,0.63035685,1295.0502,0.000107849984,3.5955784,0.3109497,0.09332783,-1.0788707,0.3572433,0.06422177,749.1341,-0.00059887953,4.0587745,638,0.7248602
82,4.1014104,0.06298139,-1.3351026,0.020204758,0.63966095,1314.1602,0.00010486483,3.6184459,0.30975217,0.09305144,-1.0772494,0.35840344,0.063860424,746.8341,-0.0006013688,4.056881,637,0.72300553
83,4.10066,0.061824586,-1.3251727,0.030843064,0.629224,1292.8582,0.00010875761,3.5960567,0.30873275,0.092813715,-1.0748593,0.3610415,0.06337251,741.2341,-0.00060302997,4.0545473,636,0.7213259
84,4.1006837,0.061894365,-1.3250107,0.027370006,0.62950474,1293.4261,0.00010763332,3.596665,0.30904382,0.092736386,-1.075788,0.35939893,0.06375872,747.7361,-0.0006006593,4.056952,635,0.72005653
85,4.1033916,0.06287189,-1.3393625,0.006854548,0.6321735,1298.9321,0.000107326865,3.6197913,0.30916306,0.09271504,-1.0762545,0.35866547,0.06366494,745.33606,-0.00060039863,4.055235,634,0.7182591
86,4.101338,0.06177826,-1.3263521,0.025855282,0.62844795,1291.2861,0.00010782189,3.595935,0.30886218,0.09262338,-1.0772576,0.35963836,0.06345428,742.3341,-0.00059863453,4.052813,633,0.71656585
87,4.101581,0.061834212,-1.3268336,0.02429421,0.628957,1292.2262,0.00010594618,3.5967052,0.30925688,0.09249788,-1.0784029,0.3575995,0.06373534,746.3341,-0.0005965027,4.0567703,632,0.7147491
88,4.0982537,0.061893567,-1.3207384,0.04274438,0.62940335,1293.1041,0.00010829221,3.5943067,0.30959886,0.092615224,-1.0788815,0.35750756,0.06395902,749.4361,-0.0005984415,4.0579123,631,0.71319604
89,4.1009207,0.06294287,-1.332984,0.0235498,0.6409876,1317.0201,0.00010583018,3.617841,0.31106943,0.09423605,-1.0778986,0.36022452,0.064982064,756.63806,-0.0005998263,4.0691404,630,0.7119169
90,4.098977,0.061922237,-1.3232014,0.03732169,0.62963027,1293.7122,0.00010566443,3.5953765,0.31047472,0.09404883,-1.0770125,0.3605086,0.06475892,754.6341,-0.000597896,4.06788,629,0.71044135
91,4.1010046,0.06291188,-1.3331953,0.02233629,0.64068824,1316.4381,0.000105858664,3.6179996,0.30977735,0.09380277,-1.0763828,0.36084846,0.06456862,753.7321,-0.00059792405,4.066391,628,0.7086668
92,4.099158,0.061783623,-1.3232826,0.03797867,0.62858707,1291.5562,0.00010697832,3.5951922,0.30967095,0.09364263,-1.0753859,0.35987923,0.06455231,753.83606,-0.0005974444,4.0677633,627,0.7069752
93,4.1024785,0.06291779,-1.3386309,0.011348298,0.6356337,1305.8662,0.00010766298,3.6195202,0.31038266,0.09375895,-1.0770756,0.3591324,0.06477066,755.2341,-0.0005966015,4.0688224,626,0.7048476
94,4.1005573,0.061962936,-1.3275876,0.029220907,0.6296836,1293.6902,0.00010763332,3.595087,0.30930436,0.09348797,-1.0756153,0.3595718,0.06431186,750.5321,-0.0005961152,4.063959,625,0.7033262
95,4.102543,0.062817864,-1.3368926,0.011709025,0.6352934,1305.2622,0.0001029692,3.619883,0.30868942,0.09318932,-1.0739759,0.35858104,0.0641712,750.1341,-0.00059778104,4.0762353,624,0.7020557
96,4.103142,0.062884,-1.3401314,0.0057223877,0.63347596,1301.5461,0.00010589335,3.6195629,0.30901584,0.09300518,-1.0739825,0.36020595,0.06437799,753.0341,-0.0005966516,4.068591,623,0.7005472
97,4.101271,0.06190962,-1.3284564,0.023681322,0.62878424,1291.8842,0.000106695705,3.59699,0.3094957,0.093087405,-1.0742643,0.36093646,0.06460137,755.5381,-0.0005977259,4.0683875,622,0.698694
98,4.103954,0.06282599,-1.3413683,-0.00014388704,0.6295931,1293.5022,0.000106310115,3.6197433,0.3104713,0.09319863,-1.0751059,0.35801643,0.06465327,752.4341,-0.00059322995,4.0695686,621,0.6966195
99,4.103995,0.06286675,-1.3419309,-0.0009842804,0.63008976,1294.4681,0.00010634531,3.6202068,0.31005856,0.09316317,-1.073834,0.35767588,0.06487781,758.7361,-0.00059398945,4.071338,620,0.6953397
100,4.1005974,0.06287598,-1.3325038,0.02410879,0.64178956,1318.5061,0.00010493813,3.6177268,0.3088556,0.09290233,-1.0727763,0.3604561,0.06424203,750.9361,-0.0005965925,4.069812,619,0.693527
101,4.102093,0.063836135,-1.3437538,0.010339077,0.6434354,1321.8741,0.00010508557,3.6401567,0.3107573,0.09432542,-1.069636,0.3646715,0.06563973,763.8321,-0.0005969162,4.082112,618,0.6918185
