Cycle,voltage mean,voltage std,voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current mean,current std,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy,RUL,SOH
1,4.097803,0.06004226,-1.2136365,0.09587256,0.6597504,1359.0342,0.00015281313,3.6311567,0.30432492,0.099045835,-1.0569408,0.43232682,0.100210235,1214.6361,-0.00035226042,2.134704,185,1.0
2,4.0963364,0.057636973,-1.2025965,0.102188334,0.64019895,1318.8041,0.00015419748,3.5867999,0.30762807,0.09971639,-1.070238,0.41653472,0.10223907,1231.7361,-0.0003496972,2.1422725,184,0.99323225
3,4.095612,0.057672665,-1.2035313,0.10123844,0.64046234,1319.3701,0.00015550831,3.5863147,0.31083065,0.100086495,-1.0820197,0.4021486,0.104028486,1244.5302,-0.00034645692,2.1482036,183,0.9854641
4,4.097913,0.059081014,-1.2133245,0.09222976,0.6517671,1342.5781,0.0001537182,3.6090636,0.31407118,0.10042259,-1.091753,0.38638893,0.106460735,1269.3322,-0.00033658298,2.1570055,182,0.97820807
5,4.0981016,0.059131272,-1.2150356,0.090144426,0.6508892,1340.7522,0.00015201511,3.6095316,0.30064684,0.087881036,-1.1117815,0.35556653,0.09325826,1166.9302,-0.00032689475,2.0768409,181,0.96997356
6,4.098599,0.059191495,-1.2183846,0.0874125,0.6493333,1337.5321,0.00015358036,3.6091537,0.3038311,0.0882486,-1.1190885,0.33861503,0.09561632,1192.3341,-0.00031810396,2.0852556,180,0.9611821
7,4.0983777,0.05798351,-1.2136039,0.08863458,0.6405494,1319.3722,0.00015484252,3.5867937,0.29596582,0.09184182,-1.1008865,0.38736624,0.09752485,1210.6342,-0.00031892324,2.1429207,179,0.95361423
8,4.0948954,0.05783459,-1.2107536,0.0882323,0.6405548,1319.3821,0.00015452666,3.5883663,0.29910284,0.09192699,-1.1107386,0.37441537,0.099235356,1222.6301,-0.00030944226,2.1487515,178,0.9436574
9,4.09854,0.059273787,-1.22186,0.07969155,0.65071166,1340.3102,0.00015271599,3.6101909,0.30193296,0.092000246,-1.1185063,0.3612723,0.10123908,1242.2322,-0.00030641255,2.1560316,177,0.9339051
10,4.100552,0.059309434,-1.2315471,0.071443476,0.6440361,1326.5442,0.00015154926,3.6101198,0.30468357,0.09202392,-1.1252024,0.3475421,0.103442885,1265.9281,-0.0003030409,2.1643069,176,0.92365074
11,4.099036,0.05933011,-1.2248081,0.07418491,0.64943814,1337.6621,0.00015176185,3.61098,0.30733472,0.09197626,-1.130594,0.33525315,0.10543085,1285.8341,-0.00030008677,2.1708546,175,0.9136858
12,4.0987706,0.058140058,-1.221385,0.07647295,0.64080894,1319.8381,0.00015222865,3.588558,0.3096362,0.091820695,-1.1333606,0.32372028,0.107483245,1309.1282,-0.00029726667,2.178007,174,0.9033861
13,4.099917,0.059374023,-1.2294621,0.067548804,0.64715594,1332.9281,0.0001503194,3.6115198,0.30190185,0.09498699,-1.1180395,0.36887658,0.1092676,1324.8322,-0.00029229437,2.2293472,173,0.8941927
