Cycle,voltage mean,voltage std,voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current mean,current std,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy,RUL,SOH
1,4.0971823,0.056433618,-1.2096267,-0.0038869565,0.355,319.14,0.00060706,5.541871,0.23283714,0.11155104,-0.57490855,0.75538725,0.06,936.18,-0.0009088413,6.4532337,616,0.79686975
2,4.0975747,0.05667735,-1.2115892,-0.009944597,0.356,320.34,0.0006051838,5.5456276,0.23229912,0.11102623,-0.5613334,0.75812304,0.061,942.42,-0.00091950863,6.460199,615,0.82746077
3,4.097415,0.056695532,-1.2155564,1.6083879e-05,0.352,316.08,0.0006170554,5.5342946,0.23089264,0.11013212,-0.5261962,0.76998544,0.058,904.92,-0.0009998006,6.4220934,614,0.8545828
4,4.0971746,0.05663898,-1.2122431,0.0018789178,0.352,317.16,0.0006154604,5.537321,0.23099592,0.1099132,-0.5296194,0.7686811,0.058,905.1,-0.0009962256,6.422391,613,0.86454535
5,4.0969973,0.05663705,-1.214387,-0.00060577726,0.35,314.82,0.0006191009,5.530856,0.23047428,0.109780066,-0.5157618,0.7747151,0.057,896.82,-0.0010130522,6.413519,612,0.8726883
6,4.0969734,0.05674189,-1.2155733,0.00013609273,0.348,313.02,0.00062234706,5.5238695,0.2297905,0.10940812,-0.50874555,0.7759036,0.057,885.24,-0.0010368278,6.398018,611,0.8795495
7,4.0968843,0.0566627,-1.2173628,0.0022851194,0.345,310.38,0.000628001,5.5139585,0.22962794,0.10936538,-0.49753055,0.77958864,0.056,880.08,-0.0010600296,6.392927,610,0.8856654
8,4.0970607,0.0568357,-1.2150506,0.0046692374,0.348,312.9,0.0006253123,5.5238504,0.23016736,0.10967147,-0.5042919,0.77895576,0.056,882.78,-0.0010446521,6.3966155,609,0.8976965
9,4.0968566,0.05679251,-1.2147914,0.005712956,0.349,314.04,0.00062273804,5.5264893,0.23025896,0.109758995,-0.5142998,0.7736433,0.057,887.34,-0.0010304159,6.39843,608,0.903996
10,4.0967298,0.05669922,-1.2159841,0.005474033,0.346,312.0,0.0006250783,5.5168557,0.23024249,0.10959099,-0.50842166,0.7758065,0.056,876.42,-0.001053016,6.3868604,607,0.9103198
11,4.096928,0.05665796,-1.2176095,0.0068546743,0.343,309.0,0.00063165906,5.506393,0.23020926,0.10928488,-0.51097137,0.7729218,0.055,865.8,-0.0010690613,6.3767443,606,0.9165149
12,4.0970893,0.056712266,-1.2161901,0.007992397,0.342,307.86,0.00063706806,5.5039697,0.22969785,0.10924886,-0.49970493,0.77814347,0.055,863.22,-0.0010812851,6.370541,605,0.92242813
13,4.096664,0.056599934,-1.2137293,0.008933568,0.344,308.82,0.00063349854,5.507137,0.22986141,0.10921765,-0.505294,0.77554154,0.056,865.2,-0.0010769065,6.375239,604,0.932837
14,4.0968695,0.056673884,-1.2149286,0.008818432,0.345,309.96,0.00063122716,5.509865,0.23029026,0.10939106,-0.509775,0.7737635,0.055,865.14,-0.001065171,6.376471,603,0.93725395
15,4.096567,0.056745715,-1.2148274,0.010349306,0.345,310.02,0.00063181244,5.5092807,0.22976448,0.109225884,-0.50826484,0.7740629,0.055,862.32,-0.0010787486,6.370649,602,0.9412308
16,4.096872,0.056779172,-1.2152033,0.008577157,0.342,307.86,0.0006377032,5.5033026,0.23016715,0.10897822,-0.5121319,0.77176285,0.054,854.04,-0.0010809337,6.3654833,601,0.9448428
17,4.0970607,0.0567044,-1.2168986,0.0087129865,0.34,305.76,0.00064122234,5.496769,0.23023027,0.109140426,-0.5074,0.7735508,0.055,852.18,-0.0010838244,6.362305,600,0.94816256
18,4.0967336,0.05658453,-1.2154121,0.012823496,0.341,306.78,0.0006390593,5.499727,0.23004718,0.109446414,-0.5056254,0.774918,0.054,858.06,-0.0010826857,6.36597,599,0.9542103
19,4.0967073,0.056579545,-1.2159691,0.011189118,0.342,307.92,0.000635864,5.5028944,0.23036447,0.109069645,-0.51054096,0.7725043,0.054,856.68,-0.0010819848,6.3685203,598,0.9570136
20,4.0968084,0.056849763,-1.2152892,0.010096586,0.343,308.82,0.00063706806,5.5063233,0.23002416,0.10914452,-0.50454867,0.7762745,0.055,859.14,-0.0010755124,6.369816,597,0.95967627
21,4.09681,0.056756362,-1.2171639,0.0116696,0.34,305.94,0.00064122333,5.4957323,0.23016961,0.10910645,-0.50254995,0.77587456,0.054,848.46,-0.0010998474,6.358915,596,0.9621997
22,4.096778,0.056751642,-1.2169797,0.013686162,0.339,304.8,0.00064532715,5.492376,0.22987626,0.10918445,-0.50691706,0.7736585,0.054,848.94,-0.0010998474,6.3559427,595,0.9645858
23,4.0968003,0.05681113,-1.2163868,0.012112519,0.341,307.02,0.0006407308,5.4996176,0.22975624,0.10938312,-0.5071898,0.7746163,0.054,856.98,-0.0010845192,6.3633866,594,0.96895075
24,4.0968614,0.05675622,-1.2145709,0.011470638,0.343,307.86,0.0006390593,5.5025945,0.23056602,0.10926497,-0.51303107,0.7713967,0.055,856.92,-0.0010730446,6.3662376,593,0.97092295
25,4.096776,0.056583907,-1.2165867,0.0107710045,0.34,306.0,0.0006388996,5.496515,0.22983047,0.10913725,-0.5077051,0.7742679,0.055,850.56,-0.0010905486,6.3575554,592,0.97274446
26,4.0965867,0.056588154,-1.21685,0.014147502,0.339,304.74,0.00064336567,5.4923687,0.23014715,0.109033726,-0.511657,0.7713196,0.054,848.58,-0.0010980135,6.357595,591,0.97440624
27,4.096806,0.05681288,-1.2161298,0.014114114,0.339,304.8,0.00064607465,5.493059,0.23028573,0.10908917,-0.5163862,0.7691985,0.054,843.36,-0.0010986102,6.3516674,590,0.9758997
28,4.0964394,0.056764048,-1.2157996,0.014475345,0.339,305.82,0.00064350065,5.495493,0.23022278,0.10950302,-0.50991464,0.7737318,0.055,853.2,-0.0010882353,6.3608866,589,0.97835636
29,4.096688,0.056573175,-1.2160873,0.012072063,0.339,305.76,0.00064028316,5.496226,0.23014706,0.10910184,-0.51013076,0.7725553,0.054,856.32,-0.0010812851,6.366754,588,0.97934294
30,4.0964837,0.05677715,-1.2180102,0.013106051,0.339,305.64,0.0006442469,5.495568,0.23035559,0.10945899,-0.5113219,0.7724083,0.055,855.0,-0.0010776699,6.360963,587,0.9802089
31,4.09665,0.056915157,-1.2169865,0.013296363,0.34,305.76,0.0006446844,5.4951677,0.2305371,0.109159574,-0.5142622,0.76993996,0.055,853.08,-0.0010870988,6.365053,586,0.9809871
32,4.096801,0.056648612,-1.2186028,0.009174975,0.337,303.78,0.0006438658,5.4897757,0.22978783,0.10942803,-0.5065705,0.77483386,0.055,861.0,-0.0010783679,6.3681297,585,0.981709
33,4.096531,0.056763332,-1.2167777,0.011506234,0.339,305.64,0.00064285717,5.4957724,0.22988617,0.109270476,-0.5065025,0.774472,0.054,855.96,-0.0010907504,6.362812,584,0.9831009
34,4.0966854,0.056694582,-1.2178009,0.009942055,0.34,306.0,0.000640036,5.49554,0.2299803,0.10908932,-0.5080645,0.7746615,0.055,861.48,-0.001085924,6.3722935,583,0.98375463
35,4.096699,0.056725997,-1.2165955,0.016091619,0.339,304.74,0.0006455581,5.4923477,0.23063317,0.1093875,-0.5196906,0.7656721,0.054,845.4,-0.0010943314,6.3547773,582,0.98432016
36,4.096829,0.056713838,-1.2175294,0.014565838,0.337,302.7,0.0006481481,5.485796,0.23083465,0.10909856,-0.5210435,0.76525295,0.053,837.3,-0.0010997133,6.3473263,581,0.9847493
37,4.0966926,0.056736402,-1.2166519,0.0146099655,0.337,302.7,0.0006494431,5.485389,0.23028845,0.10910393,-0.51476717,0.7696633,0.054,845.04,-0.0010941644,6.354049,580,0.9849925
38,4.0966587,0.056711204,-1.2163029,0.013828342,0.339,304.86,0.0006432523,5.4931836,0.23026481,0.10907814,-0.51447785,0.76961356,0.054,853.56,-0.0010896175,6.3638654,579,0.984766
39,4.096755,0.056891207,-1.2170941,0.012637479,0.341,306.9,0.0006413696,5.499237,0.23014505,0.10927802,-0.5109548,0.77256787,0.056,862.74,-0.0010708948,6.372705,578,0.98440886
40,4.096605,0.056705546,-1.2178566,0.0110125,0.34,305.76,0.0006413225,5.496144,0.2299852,0.10916107,-0.5122544,0.7714809,0.055,861.54,-0.0010819848,6.3712187,577,0.9840927
41,4.096798,0.056720074,-1.2182178,0.012508638,0.338,303.84,0.0006453074,5.4893637,0.2302389,0.109163545,-0.51651144,0.76932776,0.055,856.86,-0.0010866278,6.3666587,576,0.98397875
42,4.0966005,0.05669961,-1.2186266,0.013429602,0.336,302.64,0.00064764137,5.4862356,0.23032328,0.10905891,-0.5166677,0.76852596,0.055,852.96,-0.0010874781,6.362885,575,0.98422813
43,4.0966673,0.056711137,-1.2178512,0.013046075,0.338,304.92,0.0006425083,5.4921274,0.23037803,0.109209664,-0.51917315,0.7673141,0.056,865.14,-0.001063807,6.377612,574,0.9863858
44,4.0969076,0.05674648,-1.2167217,0.012168057,0.34,305.88,0.0006432523,5.496359,0.23038423,0.1092685,-0.5135265,0.77022254,0.055,859.86,-0.0010819848,6.3715987,573,0.9881463
45,4.0967407,0.05687303,-1.2190913,0.013448854,0.338,304.8,0.00064661267,5.4922285,0.23022756,0.10941627,-0.51513183,0.77008224,0.055,860.94,-0.0010779914,6.3705673,572,0.9899759
46,4.096416,0.05674918,-1.217442,0.0128544085,0.338,303.78,0.0006462056,5.4886503,0.23025246,0.10932072,-0.5170453,0.7675766,0.054,857.46,-0.0010866278,6.3673005,571,0.9915652
47,4.0965104,0.05680673,-1.2171564,0.015326607,0.337,302.76,0.00064959604,5.4854283,0.23053236,0.10936514,-0.52005315,0.76616365,0.054,848.46,-0.0010838244,6.3566947,570,0.9926057
48,4.096423,0.056730993,-1.217701,0.018339384,0.338,303.78,0.00064894446,5.488767,0.2301415,0.10918946,-0.51902634,0.76727206,0.054,846.96,-0.0010967528,6.354558,569,0.9919276
49,4.096839,0.056721002,-1.2174654,0.013641009,0.339,304.74,0.00064389553,5.493004,0.23023917,0.109253675,-0.5126488,0.7704436,0.055,858.54,-0.0010891623,6.3683605,568,0.9903245
50,4.0968037,0.05681809,-1.2181801,0.011919656,0.339,304.62,0.00064568047,5.4929085,0.23009592,0.10903992,-0.5180862,0.7669578,0.055,857.46,-0.0010798429,6.36737,567,0.9884052
51,4.096806,0.0566492,-1.2168503,0.014304253,0.336,302.76,0.00064724917,5.486206,0.2301589,0.10913685,-0.5091044,0.7717091,0.054,854.46,-0.0010994535,6.365136,566,0.98659515
52,4.0966153,0.056726106,-1.2170949,0.015390408,0.336,301.74,0.0006511537,5.4817123,0.230242,0.10925922,-0.5138698,0.7701005,0.054,853.86,-0.0010909875,6.363435,565,0.98531914
53,4.096774,0.05683493,-1.2158257,0.013996166,0.338,304.8,0.00064607465,5.4926696,0.23010013,0.10931041,-0.5103182,0.7712089,0.055,865.92,-0.0010708948,6.3753037,564,0.9859247
54,4.096629,0.05678859,-1.2182362,0.014255672,0.338,304.68,0.0006453074,5.4924374,0.23065986,0.1093976,-0.5187802,0.76718724,0.056,860.76,-0.0010747863,6.3697195,563,0.9877753
55,4.0967164,0.056874048,-1.2186259,0.012221926,0.338,303.78,0.0006467081,5.4891315,0.23060952,0.10945614,-0.5216685,0.76502,0.054,853.26,-0.0010891623,6.362251,562,0.9901023
56,4.0964913,0.056905996,-1.218248,0.016890014,0.337,302.76,0.0006502476,5.484629,0.23046894,0.10910766,-0.52192223,0.7647295,0.054,844.38,-0.0010927152,6.353238,561,0.9924488
57,4.096502,0.05679714,-1.2144767,0.020238021,0.334,300.54,0.0006583957,5.478459,0.23032814,0.10918251,-0.51832366,0.7677877,0.054,843.66,-0.0010993377,6.3520355,560,0.9943609
58,4.0967035,0.056737818,-1.2175583,0.017627912,0.335,302.1,0.0006529948,5.4817543,0.23098966,0.109274186,-0.5244065,0.763884,0.054,847.32,-0.0010863874,6.357696,559,0.99521494
59,4.0964136,0.05664863,-1.2154984,0.019127911,0.337,303.0,0.00065039063,5.4850025,0.23031855,0.108931206,-0.518995,0.76668084,0.055,848.76,-0.0010953011,6.3587074,558,0.99415874
60,4.0963726,0.056868088,-1.2181628,0.01798009,0.336,303.0,0.00065039063,5.484388,0.23010072,0.10929375,-0.51660585,0.76830006,0.055,852.18,-0.0010881904,6.3582754,557,0.99267197
61,4.096414,0.056734253,-1.2176672,0.019839937,0.334,301.02,0.0006547385,5.477525,0.23056723,0.10931517,-0.5204744,0.76600766,0.054,847.2,-0.0010998474,6.356077,556,0.99121094
62,4.0966177,0.056783475,-1.2169642,0.019209296,0.333,300.0,0.0006563074,5.474694,0.23043558,0.109018005,-0.5148356,0.7675859,0.054,841.32,-0.0010975341,6.350207,555,0.99023247
63,4.096455,0.056923512,-1.2177851,0.018010655,0.337,303.06,0.0006529948,5.4843216,0.23072359,0.10897835,-0.52306724,0.76308644,0.055,855.12,-0.0010809337,6.367606,554,0.99138975
64,4.0964704,0.056814507,-1.218755,0.014532978,0.338,304.08,0.00064699794,5.4885454,0.23057783,0.10900327,-0.52291936,0.7640256,0.055,863.58,-0.0010715825,6.376304,553,0.99347544
