Cycle,voltage mean,voltage std,voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current mean,current std,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy,RUL,SOH
1,3.457837,0.04472684,0.37625387,1.0102192,0.2534747,830.0,0.00060625,4.8200736,0.23828046,0.11088954,-0.78401023,0.6297465,0.013758133,210.0,-0.0034676,3.415565,2672,1.0
2,3.4580252,0.045081764,0.4024076,1.0212562,0.25194666,825.0,0.000615625,4.8120713,0.24030477,0.114345446,-0.7524551,0.65035814,0.014210111,215.0,-0.0035526666,3.4304292,2671,0.99809504
3,3.4577794,0.04525052,0.40585622,1.0265161,0.25194576,825.0,0.000618125,4.812191,0.2436058,0.113683425,-0.77993965,0.63434213,0.014075356,210.0,-0.003497,3.4175491,2670,0.9979994
4,3.4579964,0.045642477,0.43938044,1.0438958,0.25041723,820.0,0.000629375,4.799848,0.23967814,0.11178848,-0.78294957,0.63414264,0.013841555,210.0,-0.0035192,3.4060953,2669,0.9960787
5,3.457547,0.044996575,0.37399253,1.0212904,0.24888901,815.0,0.00062193547,4.7964883,0.2409793,0.1115197,-0.78847957,0.630087,0.013928245,210.0,-0.00343,3.4128687,2668,0.99611473
6,3.4571147,0.045100957,0.37310344,1.021381,0.24888495,815.0,0.00062193547,4.7944336,0.24075907,0.11150046,-0.7874477,0.6282805,0.013926666,210.0,-0.0034972,3.4079714,2667,0.9961648
7,3.4579513,0.04558198,0.40906847,1.0324064,0.24888761,815.0,0.00063419354,4.79297,0.24323091,0.11455234,-0.7794739,0.63370126,0.014393622,215.0,-0.0034103333,3.4372246,2666,0.99412036
8,3.4576378,0.04572233,0.42879623,1.0457131,0.24888445,815.0,0.00064,4.793725,0.2440384,0.11448241,-0.7837787,0.63236415,0.014443266,215.0,-0.0034536666,3.4371462,2665,0.9943156
9,3.456743,0.0449347,0.3837443,1.0288453,0.24735917,810.0,0.0006306667,4.7873173,0.24004386,0.11271962,-0.77596724,0.63569456,0.014194578,215.0,-0.0034536666,3.4367242,2664,0.9922626
10,3.4570723,0.044894904,0.37473434,1.0263829,0.24583223,805.0,0.0006326667,4.780842,0.24037296,0.11260651,-0.77692544,0.6359007,0.014224422,215.0,-0.003398,3.4374688,2663,0.99245954
11,3.4570715,0.04495033,0.39774618,1.0337117,0.24583066,805.0,0.0006386667,4.7804303,0.24066454,0.11252236,-0.7736394,0.6376492,0.014241933,215.0,-0.0034286666,3.4258547,2662,0.99250007
12,3.4571404,0.045444474,0.44030923,1.0494099,0.2473577,810.0,0.0006380645,4.7858953,0.23671137,0.11021254,-0.7826981,0.6346695,0.014011622,215.0,-0.0033108,3.4388375,2661,0.99043417
13,3.4571278,0.045561902,0.43155107,1.0510336,0.24583189,805.0,0.0006513333,4.778608,0.24307512,0.11564792,-0.75990754,0.64723945,0.014713867,220.0,-0.0034533334,3.454854,2660,0.99058914
14,3.457561,0.0460761,0.4561124,1.061021,0.24582718,805.0,0.0006516129,4.7717757,0.2422666,0.1132622,-0.7826361,0.6299832,0.0143372,215.0,-0.003429,3.4428318,2659,0.9884424
15,3.4565763,0.045009855,0.39050278,1.0355961,0.24430491,800.0,0.00063666666,4.7727346,0.24259228,0.11299808,-0.7808959,0.6309308,0.014362022,215.0,-0.0033853333,3.4251537,2658,0.9886503
16,3.4572086,0.046134487,0.47492623,1.0696187,0.24583347,805.0,0.0006535484,4.7724657,0.23931,0.11374461,-0.76328677,0.6450664,0.014496422,220.0,-0.003404,3.4538877,2657,0.9886036
17,3.4566374,0.04535646,0.4326365,1.0513384,0.24431388,800.0,0.00065066665,4.76943,0.23852181,0.111184165,-0.7805283,0.6290892,0.014119222,215.0,-0.0033632,3.435069,2656,0.986784
18,3.4570615,0.045506846,0.44019547,1.0548861,0.24430637,800.0,0.0006533333,4.7726293,0.2394141,0.11067075,-0.7717551,0.63673836,0.014170066,215.0,-0.0034152,3.4414418,2655,0.98673916
19,3.4570367,0.045552235,0.44590655,1.0557733,0.24429774,800.0,0.0006533333,4.7714143,0.23974727,0.11082334,-0.77866393,0.63216096,0.014188822,215.0,-0.0034524,3.4430845,2654,0.98662424
20,3.4568808,0.045450117,0.44410792,1.0549339,0.24429266,800.0,0.00065266667,4.771215,0.23934637,0.11082774,-0.77919424,0.6322315,0.014166778,215.0,-0.0034004,3.4319775,2653,0.9866433
21,3.4569638,0.04549026,0.43434155,1.0555668,0.24276854,795.0,0.00065066665,4.760898,0.23875387,0.1104854,-0.7738394,0.6328237,0.014127156,215.0,-0.0034004,3.4414585,2652,0.986207
22,3.4571807,0.045898262,0.46518618,1.0672209,0.24274027,795.0,0.00066333334,4.758256,0.24355659,0.11347977,-0.7783271,0.6326045,0.014405755,215.0,-0.0034596666,3.4379563,2651,0.9839847
23,3.4570875,0.045932893,0.4843168,1.0729469,0.24273588,795.0,0.0006673333,4.761842,0.24024378,0.113845974,-0.7556974,0.6485491,0.014547777,220.0,-0.00341,3.455687,2650,0.9838977
24,3.4570587,0.04602537,0.49855912,1.0802257,0.24273688,795.0,0.0006693333,4.755661,0.24057044,0.113487415,-0.7627823,0.6432789,0.014561866,220.0,-0.003435,3.4610984,2649,0.98386216
25,3.4569032,0.04605468,0.49454528,1.0791569,0.24273181,795.0,0.0006693333,4.758352,0.24072778,0.113453455,-0.775961,0.63584965,0.014575444,220.0,-0.003404,3.463408,2648,0.9838762
26,3.4562025,0.045432184,0.45424944,1.0639682,0.24120685,790.0,0.0006689655,4.751612,0.23965864,0.110584624,-0.77979684,0.62688136,0.014184489,215.0,-0.00343,3.4395204,2647,0.9818046
27,3.4564917,0.045480326,0.4474901,1.0653561,0.23968002,785.0,0.0006668966,4.7436576,0.24002205,0.11060236,-0.7925785,0.6233067,0.014211422,215.0,-0.003378,3.4309244,2646,0.98182464
28,3.456239,0.04551726,0.4585184,1.0688143,0.24120525,790.0,0.0006689655,4.7515798,0.236738,0.111202106,-0.75961286,0.6465865,0.014337889,220.0,-0.0034744,3.4563313,2645,0.9817686
29,3.4563987,0.045446165,0.4605063,1.070938,0.23967725,785.0,0.0006689655,4.7435966,0.24060978,0.11013083,-0.7758773,0.6275064,0.014216622,215.0,-0.0033928,3.4416606,2644,0.9819064
30,3.45674,0.04581917,0.49147916,1.0820733,0.23967357,785.0,0.0006693333,4.7430434,0.24201222,0.11399894,-0.7711634,0.6387113,0.0146462,220.0,-0.0034226666,3.4572082,2643,0.9798765
31,3.4566653,0.04574536,0.48831132,1.0769771,0.23967242,785.0,0.00068,4.7475615,0.24149689,0.114175,-0.7749452,0.638731,0.0146308,220.0,-0.0034103333,3.4577925,2642,0.9798143
32,3.4568121,0.045776334,0.46215817,1.0693787,0.23966974,785.0,0.00066333334,4.74321,0.24164489,0.114265814,-0.7667018,0.6453626,0.014635689,220.0,-0.00346,3.4509306,2641,0.97982454
33,3.4568138,0.045876864,0.47916174,1.0748674,0.23967195,785.0,0.0006693333,4.7473373,0.24173245,0.11428271,-0.76234007,0.64423877,0.014641422,220.0,-0.0034413333,3.4540892,2640,0.9797065
34,3.4568841,0.045861192,0.48219675,1.0771787,0.2396691,785.0,0.0006673333,4.7435417,0.24192555,0.11397401,-0.76909757,0.63940316,0.014648267,220.0,-0.0033856668,3.459343,2639,0.97974014
35,3.4561636,0.04508078,0.4416124,1.0615299,0.2381374,780.0,0.00066068966,4.7388864,0.24124,0.11133974,-0.7759795,0.63099897,0.014275867,215.0,-0.0034473334,3.4432006,2638,0.9777658
36,3.4561872,0.045210894,0.434818,1.0594326,0.23813346,780.0,0.0006648276,4.7422156,0.23834711,0.11221053,-0.76373327,0.6438355,0.014434467,220.0,-0.0033853333,3.4570491,2637,0.9778366
37,3.456246,0.045271553,0.4519187,1.0665401,0.23813362,780.0,0.0006689655,4.7374825,0.23864022,0.11201613,-0.7680917,0.64186966,0.014462267,221.0,-0.003342,3.461541,2636,0.9778447
38,3.4562738,0.045322135,0.45920923,1.0680976,0.23813908,780.0,0.0006689655,4.742201,0.23898311,0.11172974,-0.7795871,0.63509166,0.014471111,220.0,-0.0032983334,3.4556897,2635,0.9778068
39,3.456702,0.0458953,0.46908668,1.0729026,0.23814192,780.0,0.00068,4.7338996,0.24393488,0.11474243,-0.7744384,0.63547605,0.014775022,220.0,-0.0034413333,3.4596665,2634,0.9757838
40,3.4568114,0.045796085,0.48356223,1.079303,0.23814085,780.0,0.00068,4.7376795,0.24121934,0.1154249,-0.76029015,0.64840305,0.014934289,225.0,-0.0033916666,3.4732273,2633,0.97591996
41,3.4570088,0.045890965,0.46648845,1.072177,0.2381416,780.0,0.00066533335,4.738004,0.24442288,0.11455158,-0.77824795,0.6348674,0.014806778,220.0,-0.003373,3.455073,2632,0.9759798
42,3.456644,0.04597608,0.46681678,1.0724608,0.23813435,780.0,0.00068,4.737106,0.24325266,0.114058584,-0.7648847,0.63887835,0.014733089,220.0,-0.0034723333,3.4551256,2631,0.9753473
43,3.4561262,0.04519304,0.42300904,1.052882,0.23813501,780.0,0.00066068966,4.740698,0.24080178,0.112649135,-0.7713326,0.63634497,0.014581089,220.0,-0.0033483333,3.4581783,2630,0.9739928
44,3.4562593,0.04531905,0.42985308,1.0560862,0.2381408,780.0,0.0006648276,4.74102,0.24096267,0.112510644,-0.7772519,0.6353177,0.014588889,220.0,-0.0033853333,3.457221,2629,0.9739413
45,3.456272,0.045257054,0.43771195,1.0607635,0.238138,780.0,0.0006648276,4.7426434,0.24125223,0.11252663,-0.772217,0.6337365,0.014608822,220.0,-0.003373,3.4625838,2628,0.9740808
46,3.4562669,0.04517565,0.4411694,1.0590564,0.23813662,780.0,0.0006648276,4.7433233,0.24113244,0.11240312,-0.7761534,0.63363516,0.0146008665,220.0,-0.003342,3.4609876,2627,0.9741523
47,3.4565039,0.04555008,0.46959358,1.0697695,0.23813559,780.0,0.0006751724,4.7413683,0.23739134,0.11066299,-0.7700881,0.63746375,0.014372067,220.0,-0.0033708,3.4536734,2626,0.9721811
48,3.4565203,0.045617703,0.46119443,1.0695454,0.23813063,780.0,0.00067310344,4.740984,0.23761511,0.11060956,-0.7767875,0.6346567,0.014385867,220.0,-0.0033256,3.455172,2625,0.9722216
49,3.4566905,0.045950882,0.461079,1.0707226,0.23813182,780.0,0.0006673333,4.7380295,0.23771,0.110512234,-0.77441186,0.63450414,0.014397534,220.0,-0.0033928,3.4634259,2624,0.97199297
50,3.456672,0.045934632,0.4673142,1.0741746,0.23813236,780.0,0.00068,4.7384744,0.23769756,0.110092044,-0.7788233,0.6318047,0.0144048445,220.0,-0.0033256,3.4638371,2623,0.97195506
51,3.4567082,0.045901358,0.47507203,1.0757705,0.2381256,780.0,0.00068,4.739486,0.24349305,0.11539258,-0.7641904,0.6430194,0.015079022,225.0,-0.0033916666,3.4750917,2622,0.97197723
52,3.4570339,0.04611132,0.4589967,1.0722156,0.23660137,775.0,0.00067133334,4.728767,0.23790866,0.11005213,-0.78182375,0.63042384,0.014407733,220.0,-0.0033112,3.4654148,2621,0.9719062
53,3.4564672,0.045369744,0.4037076,1.0507222,0.23507576,770.0,0.0006648276,4.7248983,0.24286534,0.112768784,-0.7827542,0.63040495,0.014705644,220.0,-0.003311,3.4601448,2620,0.9698951
54,3.4564555,0.045269284,0.4138897,1.0525316,0.23507622,770.0,0.0006648276,4.726272,0.23962261,0.11341897,-0.7525462,0.65011203,0.0148418,225.0,-0.0033853333,3.481048,2619,0.96989393
55,3.4564219,0.04526915,0.41617802,1.0547614,0.23507904,770.0,0.0006668966,4.726198,0.24281844,0.11268573,-0.7687023,0.6333988,0.014706178,220.0,-0.003429,3.4606452,2618,0.96993995
56,3.456025,0.04529514,0.43496886,1.0616633,0.23660131,775.0,0.0006668966,4.7326303,0.23957826,0.11340816,-0.7627809,0.6463005,0.014838911,225.0,-0.0033483333,3.4722486,2617,0.96984243
57,3.4558794,0.045170408,0.4426874,1.063864,0.23659651,775.0,0.0006648276,4.732745,0.242468,0.11285642,-0.77769864,0.6330155,0.014694245,220.0,-0.0033853333,3.4600704,2616,0.9698839
58,3.456786,0.045527216,0.4388755,1.0622219,0.23506828,770.0,0.00067310344,4.723272,0.23880133,0.11122365,-0.7628101,0.64609694,0.014457289,220.0,-0.003336,3.4598403,2615,0.9679339
59,3.4570072,0.045738045,0.43311483,1.0605242,0.2350734,770.0,0.0006758621,4.7266145,0.2392269,0.11113801,-0.778533,0.6313252,0.0144894,220.0,-0.0032613333,3.4617083,2614,0.96796846
60,3.4568512,0.045871805,0.43251282,1.0588676,0.2366044,775.0,0.0006758621,4.733745,0.23945889,0.11095069,-0.77518654,0.6315593,0.014505622,220.0,-0.0032986666,3.4644248,2613,0.968024
61,3.456866,0.045843422,0.4629225,1.0708938,0.23660153,775.0,0.00068,4.7354054,0.23972733,0.11120336,-0.7744823,0.6350367,0.014529,220.0,-0.003342,3.4509304,2612,0.96818924
62,3.4572291,0.04592989,0.44048375,1.062492,0.23507628,770.0,0.00068,4.7264605,0.24432565,0.11550247,-0.7652714,0.64139974,0.0151347555,225.0,-0.0033666666,3.4824781,2611,0.9675553
63,3.456758,0.045216464,0.39694074,1.0450554,0.23508178,770.0,0.0006586207,4.730038,0.24211022,0.11427348,-0.76536494,0.6402177,0.015004933,225.0,-0.0033543333,3.4777615,2610,0.9662163
64,3.4565532,0.0453254,0.40797567,1.0477018,0.23660915,775.0,0.0006627586,4.7373013,0.24300696,0.11433617,-0.77786887,0.63524485,0.0150448885,225.0,-0.003348,3.4792624,2609,0.96646357
65,3.4566076,0.045461122,0.40304947,1.0477988,0.23660952,775.0,0.0006627586,4.736064,0.24063553,0.11480187,-0.75682414,0.64955056,0.015224022,230.0,-0.003305,3.4929225,2608,0.9664991
66,3.456907,0.045848235,0.42068732,1.0553269,0.23661184,775.0,0.0006613333,4.7345576,0.24006826,0.11267279,-0.77558357,0.639678,0.0148652885,225.0,-0.0033046666,3.4770272,2607,0.96479225
67,3.457041,0.045979686,0.42179596,1.0550232,0.23661183,775.0,0.00066333334,4.734133,0.23975565,0.112260535,-0.7751018,0.6344524,0.014851555,225.0,-0.0032736666,3.484811,2606,0.9645777
68,3.4570775,0.04609678,0.4223969,1.0554829,0.23661056,775.0,0.00066533335,4.732727,0.2400311,0.11221102,-0.7786251,0.6334834,0.0148722,225.0,-0.0032613333,3.4784892,2605,0.96461034
69,3.4570653,0.045918316,0.41458955,1.0511752,0.236609,775.0,0.00066333334,4.7348766,0.24032609,0.11244097,-0.7807759,0.6330727,0.014865912,225.0,-0.0033173333,3.4813814,2604,0.9647162
70,3.4568918,0.0459242,0.42329922,1.0543667,0.23660576,775.0,0.00066333334,4.732916,0.23961934,0.11236556,-0.7674478,0.6414003,0.014845,225.0,-0.0033046666,3.4798322,2603,0.96458554
71,3.4568257,0.045904428,0.42690074,1.0590777,0.23660591,775.0,0.0006737931,4.733109,0.23942108,0.11212465,-0.76902676,0.6378784,0.014837511,225.0,-0.003249,3.4843507,2602,0.964545
72,3.4569044,0.046010826,0.42988315,1.0603498,0.2366044,775.0,0.00066533335,4.7324414,0.23980087,0.11213746,-0.7687642,0.6346534,0.0148518,225.0,-0.0033173333,3.4857402,2601,0.96450305
73,3.4571404,0.04620092,0.45618263,1.0661883,0.23660536,775.0,0.00067133334,4.7325764,0.24413565,0.115276456,-0.7703155,0.6384281,0.015112355,225.0,-0.0033666666,3.4826474,2600,0.9624443
74,3.4571333,0.046178557,0.4473929,1.063974,0.2366086,775.0,0.00067133334,4.7329187,0.2439937,0.11522285,-0.7744837,0.6375149,0.015117333,225.0,-0.0034103333,3.4764931,2599,0.96246195
75,3.4571564,0.046233896,0.4486557,1.0650223,0.23660754,775.0,0.00067133334,4.732395,0.24420391,0.11514439,-0.7701803,0.6385252,0.015124844,225.0,-0.003367,3.4795766,2598,0.9625032
76,3.457593,0.046338826,0.44564474,1.0666727,0.23508166,770.0,0.00067333336,4.7253194,0.24428108,0.11501908,-0.77679443,0.63383937,0.015122356,225.0,-0.003379,3.484704,2597,0.9624231
77,3.4574103,0.046253208,0.4603665,1.0723301,0.23508264,770.0,0.0006753333,4.724852,0.2438611,0.11504378,-0.7787352,0.63289744,0.015103267,225.0,-0.003373,3.4865892,2596,0.9623146
78,3.4574697,0.04630331,0.44822127,1.0658151,0.23508257,770.0,0.00067333336,4.723889,0.24364218,0.11456578,-0.7611509,0.64698035,0.015089267,225.0,-0.0033543333,3.4717877,2595,0.96225405
79,3.4573805,0.046345457,0.45102254,1.0690422,0.23507932,770.0,0.00067333336,4.7226086,0.24365348,0.11464336,-0.7738336,0.6373452,0.015098289,225.0,-0.0033356666,3.4799583,2594,0.96215844
80,3.456679,0.045537118,0.41477442,1.0545655,0.23355266,765.0,0.0006710345,4.718592,0.23988152,0.11310502,-0.7735979,0.640279,0.0148668,225.0,-0.0032613333,3.4780436,2593,0.96033764
81,3.4566498,0.04577383,0.41328523,1.0541141,0.23508753,770.0,0.0006710345,4.72614,0.2407111,0.112401366,-0.7672326,0.6409846,0.014907889,225.0,-0.0032986666,3.4823878,2592,0.9604347
82,3.4567606,0.045760743,0.4256607,1.0578305,0.2350896,770.0,0.00067310344,4.727955,0.24096087,0.11234261,-0.77385473,0.6351628,0.014924511,225.0,-0.0033046666,3.4753485,2591,0.96052027
83,3.4569812,0.045791678,0.42343652,1.0557027,0.23509401,770.0,0.00067310344,4.729907,0.24071,0.11275734,-0.76645154,0.6390939,0.0149254445,225.0,-0.00328,3.477066,2590,0.9605453
84,3.4574304,0.046145383,0.43488014,1.0600172,0.23509371,770.0,0.0006693333,4.7253094,0.23751652,0.11083169,-0.77357334,0.63915515,0.014703755,225.0,-0.003218,3.4836626,2589,0.9587033
85,3.4575672,0.046255633,0.42909434,1.0592029,0.23509483,770.0,0.0006693333,4.725406,0.23813479,0.110928364,-0.76655567,0.6415041,0.014743956,225.0,-0.003224,3.4744947,2588,0.9588859
86,3.4576406,0.046303447,0.43901256,1.0648857,0.2350958,770.0,0.00067133334,4.726254,0.23819108,0.1111429,-0.76299185,0.63926286,0.014764178,225.0,-0.003286,3.4746563,2587,0.9589834
87,3.4568474,0.04523647,0.3662295,1.0362284,0.23356932,765.0,0.00065655174,4.7238936,0.23876196,0.110968724,-0.7761365,0.6332474,0.014786355,225.0,-0.003218,3.483657,2586,0.95894575
88,3.4572253,0.04570214,0.38194856,1.0423371,0.23356703,765.0,0.0006668966,4.7219357,0.24068595,0.11447515,-0.7620775,0.6454273,0.015239622,230.0,-0.0032616667,3.4992583,2585,0.95720387
89,3.4568987,0.045785055,0.38578025,1.0420247,0.23509303,770.0,0.0006668966,4.727847,0.24095936,0.11450216,-0.7572222,0.64621884,0.015251222,230.0,-0.003379,3.4925473,2584,0.9571216
90,3.457263,0.04575523,0.37990397,1.0414298,0.23356314,765.0,0.0006689655,4.7214713,0.2440713,0.11377569,-0.77924895,0.6322474,0.0151191335,225.0,-0.0032923333,3.4836836,2583,0.9570961
91,3.4572597,0.045849696,0.38027033,1.041574,0.23355971,765.0,0.0006689655,4.7199903,0.24148574,0.114422135,-0.7604366,0.64479613,0.0152847115,230.0,-0.0033236668,3.5008063,2582,0.95715976
92,3.4571903,0.04577666,0.37542522,1.0400872,0.233559,765.0,0.0006668966,4.720188,0.24071787,0.1142693,-0.7567196,0.65114903,0.015240578,230.0,-0.0033543333,3.4989085,2581,0.9570346
93,3.4570124,0.045787487,0.38047898,1.0406861,0.23355788,765.0,0.0006689655,4.722731,0.24054404,0.1141806,-0.76387686,0.6448238,0.015231578,230.0,-0.0032983334,3.4871628,2580,0.95692515
94,3.4570513,0.04585226,0.37985888,1.0407139,0.23356277,765.0,0.0006689655,4.722275,0.24327435,0.11334512,-0.77725023,0.6308858,0.015082556,225.0,-0.0033356666,3.4824095,2579,0.95686626
95,3.4570162,0.045857705,0.3866138,1.0429317,0.23356384,765.0,0.0006710345,4.721877,0.24367456,0.11337844,-0.78129244,0.62867904,0.015101333,225.0,-0.0032986666,3.484508,2578,0.9569037
96,3.457404,0.046325594,0.41391474,1.0570672,0.23356345,765.0,0.0006693333,4.715915,0.24001434,0.111627914,-0.77736723,0.63481784,0.014864644,225.0,-0.0032676666,3.4901795,2577,0.9549339
97,3.457439,0.04629012,0.4148637,1.0559933,0.23356248,765.0,0.0006693333,4.71669,0.24024087,0.111513145,-0.77552783,0.63484955,0.014877489,225.0,-0.0032366666,3.4746583,2576,0.9550164
98,3.4576209,0.046390858,0.4075615,1.0515577,0.23356034,765.0,0.0006693333,4.722023,0.24026957,0.11159625,-0.78051746,0.6326392,0.014884734,225.0,-0.0032736666,3.4835875,2575,0.9550669
99,3.457633,0.046300896,0.40792444,1.0509386,0.23355852,765.0,0.0006693333,4.7182326,0.23997109,0.11145618,-0.7775953,0.63189197,0.014859111,225.0,-0.0032863333,3.4874082,2574,0.95493627
100,3.4577856,0.046410087,0.39170787,1.0449262,0.23356384,765.0,0.0006693333,4.7231765,0.2396426,0.111448675,-0.7687473,0.63492763,0.0148557555,225.0,-0.0032736666,3.4773285,2573,0.9548197
101,3.4578793,0.04652293,0.40466186,1.0518682,0.23356684,765.0,0.00067133334,4.71819,0.24029347,0.111433655,-0.77948517,0.63168705,0.0148883555,225.0,-0.003249,3.4855444,2572,0.9549105
