Cycle,slope,intercept,Tavg,IR,chargetime,dQdV_max,dQdV_min,dQdV_var,RUL,SOH
1.0,0.010088287308302872,0.010207665558700296,32.968809284958404,0.017931128,10.17800833333337,-0.13058923388160404,-7.031635423644622,3.723964188315313,428.0,0.9895267095669136
2.0,0.009891518876841483,0.009949608235697705,32.57595494654315,0.0179385,10.094719999999992,-0.09173586465680057,-8.330099046494759,4.317021900924011,427.0,0.992655110709995
3.0,0.009970499658704293,0.00990113370257412,32.74283327921626,0.017922211,10.177438333333217,-0.12956749303065795,-8.487479382624304,4.438025564039233,426.0,0.9947437471006648
4.0,0.010107819281899742,0.010119589115680684,33.08010556614126,0.017710753,10.094913333333533,-0.1364623757667932,-6.669873833660398,3.422348480361798,425.0,0.9955616012061234
5.0,0.010173115553004212,0.01018184484448698,32.84203738445955,0.017948806,10.095101666666839,-0.1329198529484107,-8.317604768908101,4.592948759651746,424.0,0.9957917823922635
6.0,0.010137609029210674,0.010069444105448447,32.97903818523594,0.017817512,10.17800833333337,-0.13981379807827876,-7.543285565364001,4.819824904807593,423.0,0.9965278603799168
7.0,0.010009305077374563,0.009944652785686202,33.11699606329113,0.01765452,10.094353333333371,-0.13287802015730463,-8.472133949056868,4.195867788789066,422.0,0.9968246705165872
8.0,0.009999911833471537,0.01000535690780776,32.43437414095376,0.017922021,10.09479333333317,-0.09246829574661408,-7.636068107031054,4.1885896159293745,421.0,0.9964648555982443
9.0,0.010010517357704732,0.009959438467079551,32.673911768539234,0.017782766,10.094290000000182,-0.10841474439825992,-9.815494909830036,4.922675223596232,420.0,0.9971293794828179
10.0,0.01004934634454764,0.01003173864839044,32.71236203663292,0.017726328,10.094261666666716,-0.12868999530912206,-8.178763014475336,4.012632667367315,419.0,0.997387996455377
11.0,0.01007323511756743,0.010025800606366124,32.28930780810397,0.017963288,10.17805833333332,-0.1226668264012704,-6.546319907281217,3.559444883428002,418.0,0.997274346237109
12.0,0.009938438628964421,0.009830744262350687,32.75581011705921,0.017756648,10.177740000000146,-0.09913389018847125,-6.493191897729347,3.462795975398,417.0,0.9978379509581186
13.0,0.009684335483347588,0.009596534126076545,32.83945988551243,0.017652698,10.17813166666674,-0.14276426650104804,-6.6075530964347795,3.396577084940981,416.0,0.9981590151479106
14.0,0.00994699336671072,0.009887107881255276,32.63829225323837,0.017821999,10.177916666666714,-0.1292866357039399,-8.413265744485185,4.264480646364444,415.0,0.9980565162184344
15.0,0.010020285736512313,0.009903352951440075,32.97851783746738,0.017713048,10.094171666666806,-0.08314949002011916,-7.889724554998811,4.15163931401594,414.0,0.9983568575965552
16.0,0.009628855350663825,0.009520764308912489,32.86755498243341,0.017588172,10.178184999999939,-0.1401042032947295,-12.194234093885306,5.181442572167493,413.0,0.9983409670100272
17.0,0.01009417256235289,0.010053467133513192,32.76862298871186,0.017817969,10.094261666666716,-0.09294710287928101,-6.868462391472226,3.9163970340868226,412.0,0.9984476476728003
18.0,0.009869213494305645,0.009767329391780299,33.36685532498307,0.017597534,10.177499999999903,-0.13249359229881758,-9.062619295831135,4.3698506485770094,411.0,0.9988527182381558
