Cycle,slope,intercept,Tavg,IR,chargetime,dQdV_max,dQdV_min,dQdV_var,RUL,SOH
2.0,0.010072741197285743,0.009798026864572588,32.776533945116256,0.016685704,10.304489999999987,-0.07940031415290089,-7.333283800463867,4.03727592941487,597.0,0.9958817141954671
3.0,0.010116855209956472,0.009822639395603582,32.81981681272729,0.016654616,10.220883333333344,-0.1441971969695205,-7.252680450576626,3.962888655797949,596.0,0.9970793016012024
4.0,0.010065117712249055,0.009758056701284785,32.77394444506,0.016618475,10.221496666666644,-0.08977900181172782,-7.48945523726202,4.138873983938641,595.0,0.9977651466325651
5.0,0.01007544839663981,0.009769601738570029,32.78043676704549,0.016614765,10.221386666666634,-0.08450184099207998,-7.7834768069122084,4.3240777407462865,594.0,0.9981271331595001
6.0,0.010055943312575696,0.009735615944304006,32.768236136531385,0.016608326,10.304070000000017,-0.14137431903653375,-8.739026809775819,4.898857761884255,593.0,0.9984864553185974
7.0,0.010100903355795303,0.009792492894487042,32.77464836380421,0.016572259,10.221639999999995,-0.09090675594434233,-7.334423613807489,4.26700522764229,592.0,0.9987476552414591
8.0,0.010103678165562867,0.009808506139132483,32.80263060422395,0.016558122,10.221443333333324,-0.08290598882860639,-7.041814213140203,3.737584287272952,591.0,0.9989431647159054
9.0,0.010044443519961577,0.009740214878332145,32.755574538033336,0.016572244,10.220526666666775,-0.07614498337601422,-7.535504985745283,3.910149015598846,590.0,0.9990567219106494
10.0,0.010018856498429964,0.009707439945597385,32.76522029383878,0.016561555,10.304610000000078,-0.08136092341104295,-7.436807406132477,4.142293081333102,589.0,0.9991542010236134
11.0,0.010063299016388277,0.009770140161187478,32.85302266883721,0.016557602,10.220613333333313,-0.04468331500153822,-8.206507490135243,4.399821914750136,588.0,0.9992351426810321
12.0,0.010076866166431064,0.009820110338857626,32.84736274458065,0.016547982,10.220535000000018,-0.1353313671866661,-8.14104232613689,4.238971259446186,587.0,0.9993003737556829
13.0,0.010052045305913918,0.009801429303805773,32.86894167750937,0.016557543,10.220474999999958,-0.08222578043958792,-6.831107937295753,4.092910185918978,586.0,0.9993028543740146
14.0,0.010027822429787262,0.009778117425721548,32.83159516236163,0.016563969,10.30382833333327,-0.13423437115314663,-6.5374594008195865,3.4167660024083113,585.0,0.9993728629358228
15.0,0.01000983918640828,0.009773868869367106,32.786868897247665,0.016547812,10.220991666666668,-0.08597276653884728,-6.914621354413196,3.8721811771417514,584.0,0.999382877283903
16.0,0.010003268505621476,0.009784156131032168,32.77584205943392,0.016537862,10.304218333333361,-0.1299599903137408,-8.317882634549035,4.642111511777423,583.0,0.999420729682151
17.0,0.009990450959836214,0.009772297342574733,32.73740159962413,0.016549688,10.304488333333332,-0.08877467221257303,-7.271772695127006,3.9030913727756102,582.0,0.9994467302372584
18.0,0.010021744478364462,0.009843715215163355,32.770069337711135,0.016573612,10.220591666666587,-0.14268830050482792,-6.946245255746532,3.7198669949329477,581.0,0.9994291821594298
19.0,0.010038685056347396,0.00987834488917432,32.735706573937165,0.016566275,10.305469999999938,-0.137282260722787,-7.195882595362897,3.9671263454018804,580.0,0.9994247721712842
20.0,0.010002565446849175,0.009842071185355423,32.741841678107534,0.016566632,10.221203333333202,-0.1355804965899859,-9.367613884951012,4.471814699658325,579.0,0.9994309277797373
21.0,0.01002318704749548,0.009903772138411496,32.76370630104459,0.016572226,10.221041666666618,-0.1325152111882332,-7.244800150684083,3.5900081118556293,578.0,0.9994500377283674
22.0,0.009974232427148358,0.009840878288322245,32.780420265682636,0.016577002,10.304674999999891,-0.12972117094898955,-8.191030561133726,3.940960037377237,577.0,0.9994654726868762
23.0,0.009942026900428117,0.009812872190061606,32.770740809659145,0.016574267,10.304735000000074,-0.08725968817743579,-9.158497657659094,4.29122001189293,576.0,0.9994687801779855
24.0,0.010002468269684534,0.009908445397088326,32.868793075829345,0.016574016,10.221388333333259,-0.0831720317485094,-7.998390643888446,4.263057963646198,575.0,0.9994561933368205
25.0,0.009987348629536626,0.009917275429388098,32.964382702502306,0.016596124,10.220963333333202,-0.08290476308408214,-7.282398408195246,3.9213290518358583,574.0,0.9994130122028966
26.0,0.009979462658160312,0.009923402772947993,32.91280459168928,0.016597347,10.221591666666791,-0.12973314801676578,-7.363177058787032,3.8816769064624825,573.0,0.9994195353103615
27.0,0.009948778007797929,0.00989749737351551,32.87007689413992,0.016586276,10.220838333333328,-0.08027496995904713,-7.782682330743932,3.9787456991088828,572.0,0.9994244046722723
28.0,0.00997266716776038,0.00994549231574093,32.80672410999092,0.016600886,10.221346666666795,-0.13445483662815186,-7.842060058460246,4.030417900217112,571.0,0.9994470977362705
29.0,0.009993302741823439,0.009988373058583985,32.83028823415974,0.016595682,10.221069999999843,-0.07658892251546763,-8.038142662938402,3.8136028484329443,570.0,0.9994440658694204
30.0,0.009832583653059928,0.009777704700387168,32.840121904583704,0.016572747,10.221173333333475,-0.08503551919349435,-6.775534636474299,3.568971438428337,569.0,0.9994534370942294
31.0,0.009975299503399192,0.009994920475407017,32.84200220759965,0.016590431,10.304525000000043,-0.08060565323119133,-11.663230989505585,5.87042620040385,568.0,0.9994578470823748
32.0,0.009969886367532767,0.01000980624387615,32.85736540639704,0.016618606,10.220446666666733,-0.13538577841377547,-7.2282474136884804,3.731325812240875,567.0,0.9994247721712842
33.0,0.009958283276180271,0.010017474153651338,32.875795998155,0.01659479,10.221046666666856,-0.13430285400284278,-6.73102222267055,3.6947730586073133,566.0,0.9994685964284793
34.0,0.009892366410698718,0.00992013114624321,32.81585786363634,0.016608402,10.304303333333277,-0.08489583739703481,-8.135986751697049,4.190291730061616,565.0,0.9994209134316572
35.0,0.009911321713532584,0.009969979579115251,32.84260136346696,0.016629344,10.221224999999928,-0.07858164113000995,-9.050162895799982,4.364542646273674,564.0,0.9994145740736982
36.0,0.009974352269442476,0.01008212883047133,32.88480221106947,0.016625701,10.304753333333307,-0.08715452498224363,-8.315475518166156,4.436564793941189,563.0,0.9994273446643691
37.0,0.009914223665479668,0.010000620709043432,32.8960618844697,0.016623696,10.304458333333363,-0.08099641513816949,-9.787435159243783,4.443437951367254,562.0,0.9994100722107998
38.0,0.009954241077239842,0.010073023209269968,32.92296183147107,0.016642816,10.304256666666818,-0.08187436683557352,-6.34577587419794,3.433990509109509,561.0,0.9993796616675471
39.0,0.009924213479548622,0.010053685680502154,32.92725578272979,0.016634384,10.221549999999842,-0.13272149341010028,-9.374477502823991,3.97661917413731,560.0,0.9993411661460279
40.0,0.009914876170235246,0.01005246103356984,32.89235929494382,0.016633965,10.304065000000021,-0.13482446166348958,-7.631508234342355,4.435810556845684,559.0,0.9993178299587585
41.0,0.009910775506791439,0.010074501042248345,32.939887512939016,0.01663884,10.221236666666421,-0.08993530206858838,-7.552441780882523,3.8480724669589463,558.0,0.9992879706640239
42.0,0.009859379086745295,0.01001051126211055,32.97006570103095,0.016658608,10.304201666666874,-0.08242155316698824,-8.65118335456728,4.054018999181269,557.0,0.9992497507667637
43.0,0.009925357055344109,0.01012093623100174,33.0244619294872,0.016657425,10.304353333333468,-0.08349592063473675,-9.352031664571971,4.41861247904962,556.0,0.9992263227047412
44.0,0.009897000257730416,0.010109983676264374,32.893647504109595,0.016666809,10.303953333333387,-0.0818855254146273,-10.039757334870705,4.547500813413118,555.0,0.9992134602393171
45.0,0.009910731475111755,0.010145545813828436,32.887786267034976,0.016665868,10.221244999999666,-0.13225817326925188,-8.576018627139515,3.940958394678101,554.0,0.9992183296012277
46.0,0.00985432464390004,0.010077302969035607,32.83186510828621,0.016683331,10.220961666666456,-0.14161161226307056,-7.107583489191142,3.6710226749893855,553.0,0.9992146546111066
47.0,0.009904140810032894,0.010172410442529527,32.86846618341006,0.016668005,10.304469999999856,-0.09098927770909213,-6.586371594257952,3.518449134766065,552.0,0.9991996790263629
48.0,0.009911675691747618,0.010197745055186443,32.828631747201634,0.016663065,10.220978333333429,-0.08548584662802923,-6.593076631685668,3.2944848272394673,551.0,0.9991308648363441
49.0,0.009885862520461187,0.010166260362641785,32.86575550920807,0.016675137,10.221936666666686,-0.08168434792669518,-8.556352373590858,4.183470599534874,550.0,0.9991614591291027
50.0,0.009855418275947147,0.010142372797106475,32.88669809701496,0.016682232,10.305015000000033,-0.07976353871103344,-7.42856294508255,3.6853302839332427,549.0,0.9991495154112089
51.0,0.00994106082358611,0.010212556689918844,33.156821253246825,0.016667916,10.305011666666541,-0.08855586564882041,-7.503922515726722,3.8803739761552327,548.0,0.9992864087932223
52.0,0.009992209928493869,0.010221886011219546,33.7037703730232,0.016569894,10.30441833333316,-0.08611420528009053,-7.567402416849306,3.7608944204120163,547.0,0.9996193628982002
53.0,0.009966728275127044,0.010141829504280473,34.03042066635685,0.016477577,10.220608333333319,-0.08831535928901553,-6.853861257099822,3.6970957325049163,546.0,0.9997661787535407
54.0,0.009993503540900617,0.010169553404546852,34.137133133828996,0.016422775,10.304723333333095,-0.1350472061999163,-7.703245746451086,4.603384245703455,545.0,0.9999161183504843
55.0,0.010012315924902142,0.010198253124389848,34.138789910599,0.016382927,10.221843333333284,-0.0890541859104385,-8.560645890692346,3.802094235849624,544.0,1.0
56.0,0.009832393418419507,0.010056822014724662,33.93539029186161,0.016446477,10.221113333333536,-0.08720320667695548,-10.831279589957106,5.251052996351833,543.0,0.9999205283386299
57.0,0.0098604635905778,0.010246077950933446,33.086012363295914,0.016601557,10.303994999999608,-0.13339643492424816,-6.3656373668726385,3.540121038362336,542.0,0.9992148383606126
58.0,0.009841168488475093,0.01024438168184984,33.0008675275665,0.016723886,10.30497666666682,-0.07949187532668493,-6.209448801785465,3.3396774147424444,541.0,0.999046064439298
59.0,0.009854663458106788,0.010282824217373105,32.98897277092912,0.01671841,10.220914999999998,-0.12903006157357852,-6.7003311583591705,3.8599701748641047,540.0,0.9990162051445636
60.0,0.009828784306962924,0.010261038965989629,33.019954118421055,0.0167116,10.30432833333325,-0.1310301349790962,-9.573905367583016,4.482249857710091,539.0,0.998982395235449
61.0,0.009793948692789052,0.010223502061770563,32.99892238935578,0.01671995,10.22088500000003,-0.08410610673188748,-7.0855537907590405,3.7687987285477056,538.0,0.9989286485049267
62.0,0.009822066852674657,0.010282342063781232,33.01858490243909,0.01672362,10.304356666666475,-0.08825001278034506,-7.592568194003871,3.717677224852367,537.0,0.9989309453737525
63.0,0.009832263035614148,0.010330795701169033,33.05278908790174,0.016713873,10.304391666666682,-0.13141986254323473,-8.56551659089936,4.081785384704807,536.0,0.9988896936096424
64.0,0.009813729401631046,0.01029741713107618,32.984174043639676,0.016739892,10.22090999999976,-0.07661298954338117,-9.575306562306373,4.990608770523308,535.0,0.9988436643583749
65.0,0.009823149768558496,0.010332786826450462,33.02552481018515,0.016727092,10.30463166666644,-0.08083770361935783,-8.486105225650675,4.094819664089763,534.0,0.9988129781908629
66.0,0.009834369750412398,0.01036869678294864,33.073095533827555,0.016744548,10.220951666666952,-0.08773798708742495,-6.592465865060709,3.5388197117099276,533.0,0.9987842213931649
67.0,0.009795373867244947,0.010316835736359341,33.08592417497643,0.016740659,10.304483333333337,-0.0860184360140268,-7.099384700328209,3.5720557054479554,532.0,0.9987834863951407
68.0,0.009788018055860232,0.01032849438481743,33.018044214620375,0.016752295,10.304529999999795,-0.08902744780720033,-6.636039693317329,3.5483334887843547,531.0,0.9987208278135747
69.0,0.009790431179928335,0.010344171822852476,33.08705344724556,0.016744062,10.220610000000063,-0.1311057148743306,-6.448125353542483,3.4690223875325423,530.0,0.9986863747811888
70.0,0.0098115141895553,0.01039613723486842,33.02768230084344,0.01675762,10.220890000000265,-0.0815822675530318,-7.608143359363173,3.673238101976465,529.0,0.9986499005042362
71.0,0.00980439885189816,0.010404199987044787,32.9872039601113,0.016749721,10.304401666666672,-0.079031535636435,-7.39945801617035,3.4280748449817615,528.0,0.9985998287638355
72.0,0.009788201464317844,0.010384631296007245,33.00442228033864,0.016755745,10.22118166666672,-0.09488822342129555,-10.08165370580849,4.573777020208892,527.0,0.9985406614228846
73.0,0.009739442100224283,0.010345387570277772,33.04886232800738,0.016749304,10.30425833333332,-0.07848732572116253,-7.372086921106944,3.3729657073417774,526.0,0.9985116290009274
74.0,0.009756216745303834,0.010377887508587856,33.026833668211275,0.016765015,10.304535000000033,-0.12765443003082022,-8.840445938406196,4.092776028233203,525.0,0.9984794728373672
75.0,0.00976401444704585,0.010405082186565825,33.0136985712928,0.016763017,10.304556666666759,-0.1279206924827392,-7.242391146172531,4.0626352624734405,524.0,0.9983918243229774
76.0,0.009783894980967777,0.010450512419814088,33.02365948317756,0.016744694,10.220848333333075,-0.1332741325791121,-7.285714458120961,4.024747411973623,523.0,0.9984328004628283
77.0,0.00974246288496983,0.010403069629423334,33.04233664738802,0.016771477,10.220741666666678,-0.13740038550367956,-8.316493907160243,3.913065226664377,522.0,0.9983950399393333
78.0,0.00972959314898937,0.0104076881571398,32.977408363465194,0.016799813,10.303989999999855,-0.08111525221113658,-6.382093091410595,3.093713613608092,521.0,0.998346897568746
79.0,0.00973655618516792,0.010419375909417604,33.033758494350266,0.016790893,10.221116666666543,-0.0836983554502991,-8.25023570337299,3.8494368501015943,520.0,0.9983479081910295
80.0,0.009754483201722668,0.010460734476802836,32.99245028490571,0.016755722,10.220608333333319,-0.13132531795498265,-7.687075819206293,3.5649303996449584,519.0,0.9982889245995845
81.0,0.009734493427052526,0.01043468624838952,33.01665992164187,0.016775161,10.220656666667006,-0.07910064167875444,-6.185709327147304,3.108945117209966,518.0,0.9982840552376739
82.0,0.00971327310490801,0.010429121678569611,33.01090939756782,0.016785732,10.304023333333316,-0.07996809934072571,-7.495667902759049,3.7779649100711987,517.0,0.9982291141353626
83.0,0.00970944601073531,0.010444911979343907,33.03506408449395,0.016785711,10.221239999999913,-0.12882160922486555,-6.498464412537198,3.280069403003452,516.0,0.9982422522250458
84.0,0.00975339547271947,0.01052878070535976,33.03587906197182,0.016786043,10.220833333333333,-0.08486806294819475,-9.138772162489351,4.214507930485012,515.0,0.9981506530962757
85.0,0.009717410664320863,0.01048583218952535,33.099976278625896,0.016798835,10.221898333333472,-0.13105355301336669,-7.748950194170428,4.196878006758244,514.0,0.9981370556328274
86.0,0.009723355480351834,0.010517120875409739,33.08813382110091,0.01680002,10.221844999999545,-0.1326746736363584,-6.633944209672877,3.202781963088968,513.0,0.9981027863499474
87.0,0.009698762473040759,0.010492684841135523,33.08873876669806,0.016803438,10.22080666666637,-0.07570576793801312,-9.27209514480297,4.381285750607589,512.0,0.9980655770749708
88.0,0.009696306242987245,0.010508348828586443,33.09855611048693,0.016797518,10.22076666666641,-0.13159084394838938,-6.232172325780809,3.1332025784682656,511.0,0.9980253359331439
89.0,0.009649818554232933,0.010442372351442691,33.19631068923928,0.01680704,10.30410166666746,-0.09195002389064023,-7.79175820089634,3.6125872486915087,510.0,0.9979837166700217
90.0,0.009687241820828996,0.010528193416588404,33.09888419999995,0.016821841,10.304243333334064,-0.13302943025196817,-8.08783435961555,3.9427666227515674,509.0,0.9979453130232555
91.0,0.00970168264383201,0.010572417709114131,33.11641556969129,0.016840626,10.220963333332717,-0.08156349422913214,-7.627501554033625,3.837213812359579,508.0,0.9979307968122768
92.0,0.009692294600102071,0.01056683346765088,33.13010181379964,0.016801098,10.304409999999915,-0.07641450079596411,-6.524249728570512,3.13844125361049,507.0,0.9979051637561818
93.0,0.009682558494098556,0.010566422520953541,33.120907808935314,0.016823588,10.303963333333376,-0.07933465268466974,-6.786791825787416,3.3768130125898166,506.0,0.9978605126262095
94.0,0.009671576924805723,0.010555639288568279,33.15265309363297,0.01683028,10.221111666666305,-0.042752024145687836,-7.637415750336416,4.088182247343985,505.0,0.9978511414014005
95.0,0.009670715407298662,0.010560172157505772,33.12894522893773,0.016810028,10.304836666666477,-0.0824822245326256,-6.739450053505693,3.474187621278307,504.0,0.9978152183729662
96.0,0.009684929007205769,0.010586626370723821,33.14723417029329,0.016863709,10.22124499999918,-0.0826678256701635,-7.468738052442834,3.890337046674564,503.0,0.997767443501391
97.0,0.009642050412213164,0.010547009617327947,33.1719987221694,0.016839186,10.220588333333337,-0.08179535043350833,-6.8135473856084285,3.5157823472404948,502.0,0.9977531110399185
98.0,0.009631323855787136,0.01054177505184395,33.15475692537309,0.016824637,10.304335000000235,-0.08026887299144576,-6.739082358030908,3.4911628840530007,501.0,0.9977123186495735
99.0,0.009666083367200866,0.010614060784821834,33.216866128517786,0.016865226,10.221196666666462,-0.07654859120778718,-9.398521432343584,4.235210777306361,500.0,0.9976392782209154
100.0,0.009628124844273207,0.010559612717344024,33.096555931290546,0.016836088,10.221515000000363,-0.0825663856911901,-6.458140814691157,3.1300120057540664,499.0,0.9976015176974203
101.0,0.009643371304607146,0.010596105607263838,33.13974908056879,0.016842401,10.302828333333794,-0.13566442134982012,-6.6464629472487795,3.3833150358127955,498.0,0.99757239340071
102.0,0.009703106986257107,0.010720479476466071,33.14462486827461,0.016826352,10.22045999999973,-0.12959183525982634,-6.624553324286232,3.21273913988801,497.0,0.997531325386106
103.0,0.009646150739411921,0.010628130039191906,33.13270581615593,0.016844401,10.219920000000275,-0.07785179835632193,-6.523582598128222,3.3819242595945496,496.0,0.9974897061229838
104.0,0.009640528117373938,0.010642438460233185,33.13346510984854,0.016855877,10.219920000000275,-0.12957965905650953,-6.400050923538515,3.1375306287093587,495.0,0.9974616843233098
105.0,0.009644050461879536,0.010656505039772175,33.148147239887116,0.016831148,10.220698333333333,-0.13042219812286326,-7.480017781781059,3.51115555765929,494.0,0.9974128988294515
106.0,0.00965766551327597,0.010675890575808783,33.11538924928647,0.01685461,10.304541666666667,-0.12494065793630021,-6.772682311926892,3.43437164314026,493.0,0.9973574064786217
107.0,0.00961337141191908,0.010613866695815528,33.154677426429224,0.016844083,10.220738333333339,-0.08916419195363219,-7.529819398917016,3.506258354922421,492.0,0.9973273634343811
108.0,0.009617307969953337,0.010632997254419694,33.21229274145893,0.016871296,10.221219999999994,-0.07976300132640451,-7.589455051806735,3.6733844615949525,491.0,0.9972801398113242
109.0,0.009607569547631764,0.010663260285561698,33.369028945871605,0.016865065,10.222136666666666,-0.12888306036965977,-7.930540576963499,3.684905779485501,490.0,0.9972154599851917
110.0,0.009591523316274012,0.010644693897238077,33.3612190711679,0.016884251,10.304246666666646,-0.078884260284118,-8.848592952084882,4.1054758134639275,489.0,0.9972003006509418
111.0,0.009633505021762336,0.010703540508253728,33.33036457479593,0.016865009,10.221603333333345,-0.08121244100896233,-6.175846720937929,3.4266031837945508,488.0,0.9971901944281086
112.0,0.009579159302520216,0.010645290153062249,33.222905292018815,0.016874628,10.22163166666669,-0.07919624162361356,-6.499868562511534,3.2739571877265456,487.0,0.9971674094893573
113.0,0.009587374670790696,0.010680871947649852,33.23289178807336,0.01686817,10.220976666666623,-0.12662719840841113,-7.937843966314235,3.677348901632346,486.0,0.9971481157912212
114.0,0.009598437140604833,0.010699649301022738,33.16784724172786,0.016873712,10.304548333333333,-0.07453583272153153,-8.143031904673364,4.059960804670375,485.0,0.9970947365597113
115.0,0.009586569090811055,0.010699602147529413,33.20787877298317,0.016894568,10.221113333333415,-0.102638173277605,-6.875955016633851,3.394640659721828,484.0,0.9970493504317149
116.0,0.009581771827586542,0.010711913557736694,33.21257506220553,0.016887957,10.304624999999941,-0.12516810607546952,-6.850368271289229,3.2373735643950003,483.0,0.9970040561784715
117.0,0.009549653134849926,0.01067144468588482,33.26530062407402,0.016880427,10.304666666666646,-0.12753429467358657,-8.758115504933079,3.8809593050876883,482.0,0.996955270684613
118.0,0.009581956054228362,0.01073667638146788,33.28583192073741,0.016896667,10.304796666666638,-0.07758873005907,-6.058542887248176,3.10562839226895,481.0,0.9969271570101861
119.0,0.009551851550163703,0.010713577228384627,33.249645658402166,0.016890377,10.304206666666627,-0.07788618469269222,-7.290601255249168,3.373520915911961,480.0,0.9968624771840535
120.0,0.009556908153957377,0.010713856602145572,33.262120642124884,0.016907604,10.304538333333282,-0.07482360849039255,-6.562802817689734,3.6467439367625727,479.0,0.9968501659671476
121.0,0.009576741721780248,0.010764119947768533,33.232172093545415,0.01688139,10.304389999999936,-0.13414226839505655,-7.963855024078633,3.706855291236413,478.0,0.9968203985471661
122.0,0.009559034999371798,0.010734971669449906,33.26696837278649,0.016892226,10.304248333333332,-0.12214710111640928,-7.646042884715344,3.533899031742758,477.0,0.9967546162239974
123.0,0.009542260371215465,0.010731239863192491,33.27201444817926,0.016888008,10.304178333333281,-0.12808775820878046,-6.737881633527878,3.4051182360339154,476.0,0.9967147425811826
124.0,0.009552673581461706,0.010765276748872881,33.27734197500007,0.016903307,10.220709999999963,-0.0786926313248646,-8.894300685117786,4.257697653566303,475.0,0.9967029826127948
125.0,0.009536164600678064,0.010741421270881986,33.275833343721466,0.016873507,10.304474999999972,-0.1322868960976543,-6.7757215399287585,3.1964874039778723,474.0,0.9966566777372682
126.0,0.00951608510924695,0.010733977442272856,33.312801253104176,0.0168973,10.30879166666685,-0.12826253653605882,-8.873629261898458,3.8880081789510403,473.0,0.9966257159454974
127.0,0.009569922634805442,0.010824032826985854,33.3651617530289,0.016889794,10.221291666666609,-0.12741707526777296,-7.018391368888381,3.2837155940218508,472.0,0.9965028794006974
128.0,0.009545372418334044,0.010823597695923467,33.196736918251005,0.016905678,10.22069666666648,-0.1313208951365707,-5.998683601756062,3.0037299990112007,471.0,0.9965097700071744
129.0,0.009537761599887895,0.01080900913993282,33.21004022598875,0.016919266,10.304429999999895,-0.12754625832720418,-6.755016540581854,3.3942869204265236,470.0,0.9964122908942105
130.0,0.009522498774180507,0.010778665119917584,33.17803872710103,0.016914437,10.22123166666667,-0.1011867884435637,-6.487860625105995,3.249817890576417,469.0,0.9963840853450306
131.0,0.009524879226897978,0.010808031100350262,33.23983615270014,0.01691157,10.221388333333259,-0.12664714656789516,-7.176134511123345,3.351198928367728,468.0,0.996350367310669
132.0,0.009523731680134038,0.010808391695226243,33.200528805243444,0.016918037,10.221365000000029,-0.08094285043848504,-7.008772196115817,3.435619251269488,467.0,0.9963078293000164
133.0,0.009476277958362414,0.010742564783961872,33.273665635849035,0.016901249,10.30439833333318,-0.07688378651513923,-6.698034903032044,3.2252238327765466,466.0,0.9962931293395316
134.0,0.009509359417701221,0.010823088551686413,33.36055094413402,0.016915387,10.221228333333178,-0.07980586210190987,-8.698520980052473,3.7379930309552014,465.0,0.9961921589859526
135.0,0.009513541954825316,0.010845395331329053,33.381191459737856,0.016932851,10.304198333333382,-0.12915141209278552,-6.747400879189341,3.475031532812471,464.0,0.9961594515738743
136.0,0.009508340582794341,0.010849065010375128,33.37856343761638,0.016914876,10.304285000000043,-0.0812357830549927,-6.5509758403058465,3.135209043399268,463.0,0.9960916480061387
137.0,0.009493449302319717,0.010843467094604606,33.49317643826579,0.016922604,10.304311666666763,-0.10064724657253261,-6.887303316298868,3.5090823588324693,462.0,0.996026508806241
138.0,0.009510950088375634,0.010874588825318745,33.381890042213826,0.016936881,10.220853333333313,-0.1258937574159644,-10.44226952036879,4.582025817137923,461.0,0.9959821333005279
139.0,0.009516135918588188,0.0108984575838793,33.37871836263733,0.016924534,10.221088333333318,-0.08204939056908724,-6.99388142707118,3.8378167587057983,460.0,0.9959288459437711
140.0,0.00951437936495736,0.01090447530434147,33.40819196425213,0.016914304,10.304619999999947,-0.07770327770722932,-6.12856913056088,3.1024183398514156,459.0,0.9959054178817486
141.0,0.009492506875753256,0.010873147252372565,33.39649801563939,0.016936099,10.22078166666688,-0.08095015847144772,-6.781438985411165,3.4946127945076646,458.0,0.9958863998078714
142.0,0.009504526060633286,0.010922256145083678,33.417611474785915,0.01693061,10.221034999999878,-0.11396221793727015,-6.620399687808801,3.5002534010459345,457.0,0.9958130837549541
143.0,0.009486916356080004,0.01089719284553498,33.43900498438937,0.016944919,10.220933333333232,-0.12747209170026327,-7.392567606242979,3.7068355165951994,456.0,0.9957735776111516
144.0,0.009505765160184521,0.010938277174292676,33.42519163969902,0.016935326,10.304463333333358,-0.13120210026087548,-6.924859844763333,3.3516028155835906,455.0,0.9957280077336493
145.0,0.009481819968006053,0.01090216768708139,33.389773194962736,0.016944328,10.304250000000078,-0.08260160718161598,-7.879072461937028,3.441699631648479,454.0,0.9956672785218971
146.0,0.009452212160046667,0.01086514668413807,33.3523131251221,0.01694297,10.304020000000067,-0.12431261604413349,-7.831064735047917,3.4183992868217876,453.0,0.9955892768565752
147.0,0.009479510722353715,0.010927740621461814,33.401864201904765,0.016949756,10.304043333333539,-0.13781925085719013,-8.588837800570156,4.09078105021337,452.0,0.9955493113390075
148.0,0.009489821580042272,0.010939229367028368,33.299778996039656,0.016945584,10.221463333333668,-0.12355203101710421,-6.952926122164618,3.52105577012339,451.0,0.9954835290158387
149.0,0.009512633467109951,0.011007945719581162,33.31083908425917,0.016918687,10.221339999999811,-0.12797315415858865,-9.761299729181676,4.469177238017981,450.0,0.9954611115760995
150.0,0.009465050884414308,0.010933570437203749,33.38211683707863,0.016953796,10.221015000000383,-0.12719833399797512,-8.736475356071232,4.291486325435756,449.0,0.9954286797882801
151.0,0.009474520984239253,0.010989045189033588,33.32834823127344,0.016969338,10.221343333333303,-0.13253197880866868,-7.84944725607112,3.4991894050201346,448.0,0.9953522399937599
152.0,0.009446920273152777,0.010940030954520891,33.38420227083326,0.016951857,10.220806666666855,-0.079052560662522,-8.419409937926801,3.855251148305369,447.0,0.995323850695074
153.0,0.00944242844403893,0.010940154004176533,33.32429738301889,0.016964018,10.304403333332933,-0.08650423496685249,-7.3245718199009024,3.2725109929782334,446.0,0.9952502590178974
154.0,0.009437805895448119,0.010936277569472262,33.2608339843318,0.016992036,10.221166666666493,-0.0777043403716447,-8.507156550562584,4.012377522069892,445.0,0.9952507183916627
155.0,0.009413409824520826,0.010913552602126973,33.259060272727275,0.016954413,10.30427499999981,-0.12231494892492976,-11.367578821635032,4.74380074662142,444.0,0.9951549848990063
156.0,0.009439637647363162,0.010974005336262466,33.32743881021903,0.016998488,10.304356666666475,-0.0794584655782869,-7.5712013012150585,3.666007749047227,443.0,0.9951330268330323
157.0,0.009433179911556998,0.010979553858741877,33.3418100149254,0.016959712,10.221179999999974,-0.08958193926059874,-6.468495916329067,3.1446067482162636,442.0,0.9951097825205159
158.0,0.009422784130335295,0.010969763573143483,33.40496810626176,0.016954118,10.303966666666868,-0.0732499799734635,-6.990646022080544,3.233451983017827,441.0,0.9950637532692482
159.0,0.009430910176504905,0.011002087181699883,33.48826905904053,0.016968548,10.225074999999682,-0.12472039676319527,-7.595619840831609,3.762548194937797,440.0,0.9949929178346628
