Cycle,slope,intercept,Tavg,IR,chargetime,dQdV_max,dQdV_min,dQdV_var,RUL,SOH
1.0,0.009941235600452958,0.009993855463480982,32.149495126947656,0.015434842,10.043408333333355,-0.13841415801931817,-6.517765526884414,3.392788362715833,1008.0,0.9955212535113881
2.0,0.00993103641302043,0.00995713782804525,32.10660604993088,0.015398955,10.043255000000014,-0.13894911391592202,-6.4910217819512,3.389868073951667,1007.0,0.9963447776083585
3.0,0.009918846678035963,0.00990854908124806,32.088510860270894,0.015365343,10.042333333333469,-0.1399875375581855,-6.483042928333953,3.381841971279051,1006.0,0.9971192990814016
4.0,0.009929234460956077,0.009909321112058887,32.08630564607128,0.015326312,10.052676666666473,-0.1404821265459563,-6.513178242407245,3.399181575126359,1005.0,0.997514586914414
5.0,0.009899134783504869,0.0098609989654567,32.041146808635865,0.015308817,10.042381666666673,-0.14125545313156382,-6.460371269051277,3.380342120655944,1004.0,0.9978741261665425
6.0,0.009919477094379481,0.009876457311985993,32.01417888986253,0.01530217,10.042008333333312,-0.14037853820012341,-6.443367694775339,3.3861249304598187,1003.0,0.998174115563308
7.0,0.009909605191970493,0.00985808274744121,32.04748518793993,0.015286352,10.04137833333322,-0.14261885752481776,-6.43230623582655,3.3751110170348393,1002.0,0.9984685979985275
8.0,0.009904243330068417,0.00983777590003329,32.07064437622003,0.015268068,10.042216666666597,-0.14230642228846602,-6.465783886471092,3.3893615224895646,1001.0,0.9987082908332798
9.0,0.009896637074121613,0.009822118128337224,32.08159244030804,0.015264428,10.044023333333461,-0.14359450998217488,-6.432047087273088,3.382941721851383,1000.0,0.9989412633081793
10.0,0.009934492370428726,0.00986278394151066,32.07622418330766,0.015249968,10.042508333333293,-0.14229593915378672,-6.459220762465727,3.4033268462246062,999.0,0.9991113257477895
11.0,0.009913646862111825,0.009838921818805451,32.05302218406398,0.015245876,10.043573333333189,-0.1429879645359619,-6.489262406079095,3.4044702483887317,998.0,0.9991330735789798
