Cycle,slope,intercept,Tavg,IR,chargetime,dQdV_max,dQdV_min,dQdV_var,RUL,SOH
2.0,0.010450984930826435,0.010254007713199542,32.83489670502272,0.016607935,11.607248333333336,-0.0859204570229144,-6.873838842132931,3.7516900916818474,646.0,0.9958561716117921
3.0,0.010469707010309736,0.010246256583236631,32.826327449999994,0.016576257,11.607250000000022,-0.08315874725164255,-7.003357729336841,3.8140421990743443,645.0,0.9970084086620504
4.0,0.010442492513822213,0.010217630616757782,32.83277507837829,0.016549986,11.524339999999999,-0.1341786082062336,-6.8047681267582725,3.7200851680114804,644.0,0.997561178543189
5.0,0.010464056710118755,0.01023618223535883,32.798967067889976,0.016546713,11.608036666666703,-0.08063500492415965,-6.908260078057651,3.7532494549783606,643.0,0.9980315795969171
6.0,0.010471473421899143,0.010236904534100366,32.84492311020038,0.016531218,11.525085000000036,-0.08251868561824974,-6.762997902670735,3.7421528907484873,642.0,0.9982975873623796
7.0,0.010481068275365584,0.010248306834572072,32.87477644576116,0.016514014,11.607699999999992,-0.1348077795120759,-6.88856710642862,3.778617615810124,641.0,0.9985455277247544
8.0,0.010455904097662493,0.010221376100487466,32.83920436197428,0.016494701,11.523890000000028,-0.0819577125958044,-7.13462069674199,3.8262773111393096,640.0,0.9987683590295042
9.0,0.010453908336997554,0.010223308775146364,32.83549213771374,0.016485637,11.524326666666699,-0.10726866956073909,-6.929784646232557,3.7576870067076724,639.0,0.9989620971826154
10.0,0.010446718400483723,0.0102120887167585,32.87022929981884,0.016478464,11.607113333333352,-0.08251596614869536,-6.72067020347373,3.704888192996418,638.0,0.9990995020994323
11.0,0.010429023870825302,0.010201210150086163,32.87004515847,0.016454976,11.607615000000077,-0.08877866797146103,-6.812161580782858,3.7460335352042433,637.0,0.9991999383299307
12.0,0.010433033003185443,0.010218733406632624,32.9099793925658,0.016462835,11.60718333333328,-0.09014786595047765,-6.802859922286835,3.7223826407729423,636.0,0.9992128171454652
13.0,0.010412117294321762,0.010202012181170993,32.89366043339421,0.016451977,11.607640000000053,-0.08417041554606178,-6.67408890607871,3.6732869018013203,635.0,0.9992584025932562
14.0,0.010410004291598772,0.010241672492045982,32.91071696832576,0.016458318,11.523926666666618,-0.08496834737516863,-6.849547329465176,3.7052188482455617,634.0,0.998175099634779
15.0,0.010399362944660978,0.010202991864188094,32.78108208018019,0.016457954,11.607476666666601,-0.10809574279208621,-6.814310804352154,3.701429297534942,633.0,0.9992939814793368
16.0,0.010396040639743585,0.010210060663837544,32.769746959927154,0.016456561,11.524278333333253,-0.08319043197459812,-6.741487922196949,3.6840174452421635,632.0,0.999343643674491
17.0,0.010399498801450562,0.010222901898464433,32.801309044036664,0.016462319,11.524443333333329,-0.04561608307681782,-6.786163472249402,3.710937458593502,631.0,0.999387746668695
