Cycle,slope,intercept,Tavg,IR,chargetime,dQdV_max,dQdV_min,dQdV_var,RUL,SOH
2.0,0.010218891326281627,0.009930373685012968,32.411776454545446,0.017436398,10.304475000000002,-0.08387075630334402,-8.108820706687753,4.22863609171952,614.0,0.9967267299109298
3.0,0.010223635611802388,0.009904455119946082,32.42877376865672,0.017408649,10.221390000000005,-0.08327565375107143,-9.159863735925196,4.466484020494797,613.0,0.9979254465508918
4.0,0.01023728148811888,0.009917313694226,32.38891455586331,0.017367965,10.304085000000002,-0.0875566920682653,-7.885330679373053,4.552524146218098,612.0,0.9985882047238221
5.0,0.01024580695913091,0.009916802659356013,32.34542644599631,0.017351789,10.304351666666662,-0.08631460382825643,-8.500546087691676,4.095285157600403,611.0,0.9990150970670126
6.0,0.010305637144601563,0.009985369723481354,32.3431245423256,0.01737432,10.221219999999994,-0.0840777713285252,-9.206028759028014,4.982572948125549,610.0,0.9993488191915215
7.0,0.010320766640866293,0.010005272702571752,32.39124259380854,0.017323991,10.220816666666662,-0.08384045375669448,-8.223623433750532,4.31484150019879,609.0,0.9995410401949556
8.0,0.010264430723322213,0.00993156604502983,32.4109491887141,0.017315419,10.220833333333333,-0.08414925576720383,-7.440680352603635,3.7824364944865208,608.0,0.9996945780997061
9.0,0.0102377779204797,0.009912864091344994,32.391463613531045,0.017331457,10.30415499999993,-0.09444936850764954,-6.931580374026047,3.9570556822050107,607.0,0.9997962016321145
10.0,0.01029721893070578,0.009995616289041019,32.38451847735862,0.017304897,10.30407833333326,-0.0840451811779512,-7.332877043119246,3.8295227575534447,606.0,0.9998949767653322
11.0,0.010276712511459797,0.009974034613742955,32.45313189106143,0.017296202,10.220471666666707,-0.08674248401332478,-7.769257422821552,4.29795903054674,605.0,0.9999612250174718
12.0,0.01028494960847454,0.01000782884193322,32.44823270441981,0.017314315,10.221033333333374,-0.08635517658501525,-7.34409940314481,4.321550968816801,604.0,1.0
13.0,0.010261633840729518,0.009994927481629516,32.43778459310981,0.017320553,10.304216666666616,-0.08218637192814297,-7.04648679079693,4.000738728944654,603.0,0.9999861255394271
14.0,0.010259566449710994,0.010006048404311936,32.420011820607094,0.017304802,10.304295000000032,-0.0913876143490639,-11.614305733947544,5.115701571803146,602.0,0.9999600305274887
15.0,0.010229911873232246,0.009996547640406958,32.35498890875918,0.017299583,10.304325000000002,-0.0762998117444763,-8.688537771020053,4.873017674667101,601.0,0.9999520366329865
16.0,0.010175424670827595,0.009932988923704743,32.31858276365348,0.017300129,10.304326666666627,-0.09058926199256093,-7.695167971560991,4.122503801828297,600.0,0.999936692030896
17.0,0.010275898549688857,0.010081805801976743,32.34058609255716,0.017293163,10.304423333333398,-0.08227051419899853,-7.625091318393456,4.440091680031084,599.0,0.9999542418452628
18.0,0.010189874676612342,0.009981571834578349,32.390235896200174,0.017308764,10.220793333333374,-0.08041100220924959,-7.35925582289579,4.026803176920715,598.0,0.9999885145193933
19.0,0.010174917767587572,0.009969675700196261,32.30420158156678,0.017313518,10.304203333333255,-0.08471775143213771,-10.672678182300542,5.171561918727575,597.0,0.9999060028267146
20.0,0.010185833811955617,0.009999807104629393,32.30727965306125,0.017305782,10.220778333333389,-0.08406148319191235,-6.682228846985919,3.7267503178974546,596.0,0.9999159262819589
21.0,0.010180142153870834,0.010017541247115432,32.370839187784895,0.017315272,10.220608333333319,-0.08111275849923096,-15.217044715541064,7.380602780338242,595.0,0.9999401836170003
22.0,0.010179557000059092,0.010028327589322733,32.373783848901034,0.017311731,10.220751666666668,-0.09592718420834973,-8.176419153921529,3.828166945834955,594.0,0.9998967225583845
23.0,0.010158477824667392,0.010018086681567954,32.341954106363694,0.017321635,10.221694999999938,-0.08810173106728744,-8.40790641625851,4.0710983114831585,593.0,0.9998408571807134
24.0,0.010164307996577512,0.010045496999375816,32.50623698073399,0.01731658,10.220881666666779,-0.08731727761307097,-6.9453394978522045,3.678358041606768,592.0,0.9998140270980161
25.0,0.010112120092831377,0.009994188607640734,32.53060557380068,0.017335681,10.304430000000139,-0.08223303269766982,-6.782718159667905,3.6388006578356933,591.0,0.9997325261276309
26.0,0.010124370391202163,0.010021628504935279,32.505049696691096,0.017323496,10.220684999999987,-0.08257992088384548,-9.008616581001732,4.778869900045809,590.0,0.9996879624628766
27.0,0.010171931649445735,0.010101212333366992,32.43829548611116,0.017338829,10.220918333333248,-0.08935501647447364,-7.028920919206081,3.9401453158089694,589.0,0.9996703207646648
28.0,0.010152452423262386,0.010096828944708262,32.348433077562326,0.017367903,10.304723333333337,-0.1279316987280552,-7.904427365938192,4.11212480890558,588.0,0.9996807036391332
29.0,0.01015374762729493,0.010109451723616512,32.42261007813945,0.017332438,10.221003333333405,-0.08774361317815109,-7.060291769945993,3.7698472396188243,587.0,0.9996587434002132
30.0,0.010145377057620884,0.010096916934264892,32.427537815837965,0.017326772,10.221446666666695,-0.13409829748792743,-8.78771266039376,4.199327294241705,586.0,0.9996134446647004
31.0,0.01016517214293501,0.010156227639011991,32.432903503231785,0.017330384,10.304883333333418,-0.08433170844801961,-9.226189656634775,4.001039712749095,585.0,0.9995230309613642
32.0,0.010165653107592747,0.010175176523087654,32.46638456835203,0.017340379,10.22125833333339,-0.08797244903079475,-8.897613441365268,4.822903240118099,584.0,0.9994585285022769
33.0,0.010140953581460242,0.010166830567527322,32.45839702345213,0.01735477,10.304683333333378,-0.08154983458524814,-9.351530223032347,4.518214097156177,583.0,0.9994727704982291
34.0,0.01013695418841507,0.01018671780518332,32.42158742115032,0.017326705,10.304285000000043,-0.08700016688658599,-8.733696876480423,4.201763228149154,582.0,0.9994315146518898
35.0,0.010116997493462204,0.010158824161095889,32.441881668198505,0.017356815,10.220750000000164,-0.08191262621266854,-6.721658651669735,3.921178091790231,581.0,0.9993760168095982
36.0,0.010121285122505914,0.010181886248450199,32.414681791393825,0.017327657,10.220723333333444,-0.08282992859710865,-7.4905545390816,3.9174757118936343,580.0,0.9993568130860238
37.0,0.010146451136044973,0.010250769356856548,32.467458743230615,0.017328504,10.303976666666616,-0.14508215292835885,-6.632825985230794,3.4940977111071096,579.0,0.999404408917658
38.0,0.010135412747593612,0.010232900098900962,32.51274238218919,0.017369414,10.304099999999986,-0.08325478403671852,-6.937056118013187,3.745426914693639,578.0,0.9993681147989408
39.0,0.010085402826669733,0.01018748391211047,32.49878805762079,0.017348453,10.220893333333272,-0.07941599175063514,-7.291410994902436,3.9358281725828084,577.0,0.9993111468151314
40.0,0.01013588714449825,0.010272504096222804,32.500813731797294,0.017348237,10.2213483333333,-0.08792793433034145,-7.7612759822304636,4.018124089466187,576.0,0.9992792631209672
41.0,0.010148611356712458,0.010296827131788821,32.50352264887633,0.017385827,10.221088333333318,-0.12995231147388972,-6.790551330039574,3.7373279528124494,575.0,0.9992662156149978
42.0,0.010124381065695732,0.010280587232555104,32.59026158240739,0.017393747,10.220673333333496,-0.09040820166888522,-9.49487521356891,4.488257972166534,574.0,0.9991669810625559
43.0,0.010086841034186111,0.010253483567745721,32.56566415534879,0.017383251,10.220911666666991,-0.07997001797504465,-7.619913880538887,3.7573641429590015,573.0,0.9991383133029614
44.0,0.01004168189070205,0.0102280720483273,32.41834616936933,0.017402867,10.304268333333312,-0.043967805996022506,-7.332943816527311,3.808341653000984,572.0,0.9990529532110924
45.0,0.010119511439590941,0.010341891234196689,32.402646053470875,0.017379804,10.304531666667026,-0.08772339600381697,-6.7085173813838725,3.6735493199158085,571.0,0.9990321874621554
46.0,0.010108102621280203,0.010330163588212971,32.38465484976958,0.017393554,10.22101999999965,-0.07866953241344893,-8.378351989943898,4.146915764872693,570.0,0.9989992011618528
47.0,0.010105127032479986,0.010372959584069115,32.413843895467146,0.017388454,10.221578333333309,-0.08607075601670451,-6.593087989109538,3.447326863934711,569.0,0.9989996605810771
48.0,0.010086539593755682,0.010342316042961822,32.4376348482309,0.017415714,10.304300000000028,-0.09376212943850971,-7.511777170859327,3.8581329423969675,568.0,0.9989223862675551
49.0,0.010074386485636576,0.01032271816727697,32.4750203299725,0.017415902,10.303708333333391,-0.08085519726172974,-7.325928151069863,3.847240441170927,567.0,0.9989078686200683
50.0,0.010068941646315818,0.010343931307562101,32.47428531111114,0.017420786,10.221179999999974,-0.08539900011658363,-7.135612153079253,3.7860018087971055,566.0,0.9988810385373711
51.0,0.010150103523879343,0.010407655708098394,32.71394163041474,0.017389311,10.304233333333105,-0.07639684944696287,-6.578847303260354,3.3725802249991808,565.0,0.9989343311673862
52.0,0.010135922242011928,0.010338405732414452,33.20895842228463,0.017245956,10.221376666666766,-0.08577496040845979,-7.062301521768852,3.5858262036281316,564.0,0.9991532903696726
53.0,0.010168955939805161,0.010344705669917057,33.49922047537879,0.017218202,10.22124500000015,-0.08251578661283174,-8.112587209013292,4.616362347222165,563.0,0.9993157410073742
54.0,0.010202648512504221,0.010383658090835406,33.6422027099165,0.017177103,10.220853333333313,-0.07877713514366921,-8.926504667937792,4.28396924282003,562.0,0.9994278392980958
55.0,0.010163012502065059,0.01032311344490486,33.59446726476009,0.017159244,10.304695000000356,-0.0801229323015406,-7.957364878047326,4.089840534993066,561.0,0.9994275636465613
56.0,0.010023245432530732,0.010275106234331463,33.25299205797101,0.017142953,10.22125500000014,-0.07964188777972432,-7.995739778597402,4.09363832315466,560.0,0.9992726474841377
57.0,0.009987177667322211,0.010339983680625662,32.62450104878055,0.017411483,10.220606666666573,-0.08062403217652896,-6.992987345478433,3.7355852339327424,559.0,0.998673748583381
58.0,0.010020731840197297,0.010416477365896095,32.53553653093257,0.017441796,10.304855000000195,-0.10274841149697587,-7.080976738335645,3.8462422708789323,558.0,0.9986129214780878
59.0,0.0100054561957087,0.010413168374584345,32.517562341831876,0.017444758,10.221178333333228,-0.08694732949767077,-8.043197302677537,4.4834993849222515,557.0,0.9985283883408222
