Cycle,slope,intercept,Tavg,IR,chargetime,dQdV_max,dQdV_min,dQdV_var,RUL,SOH
2.0,0.010255629207624165,0.009952126290800507,32.61114784714546,0.016626336,11.179560000000007,-0.08595363462923646,-6.6834115957836,3.639996837533922,915.0,0.9959870932251611
3.0,0.010316712088731772,0.009999491479739622,32.61444163762749,0.016580919,11.179231666666661,-0.08050450043006885,-7.049677066175338,3.747643381903822,914.0,0.9970979963238703
4.0,0.010255078482860483,0.009919769740064492,32.623658547254635,0.016550746,11.179503333333317,-0.09216996499695507,-6.985028938134704,3.7164182893220987,913.0,0.9976838962139704
5.0,0.01027901920781177,0.00993472432718874,32.53801193909093,0.016540771,11.179111666666662,-0.08695547486720218,-6.785114441455104,3.691304930506648,912.0,0.9981486486149834
6.0,0.010321700164263207,0.009982894316958129,32.56257983243244,0.016530331,11.180270000000018,-0.09439561737008746,-6.757087056719651,3.7206186266469734,911.0,0.9984509175976555
7.0,0.010321342765024112,0.00997596478072572,32.646053415905,0.016506953,11.179613333333327,-0.1389001588993488,-6.963822073073418,3.744834153565423,910.0,0.9986385900978859
8.0,0.01028623432117904,0.009933216899764804,32.628332837715384,0.016494062,11.096575,-0.09543536381490574,-6.876713507194573,3.7127348386672447,909.0,0.9987880637706358
9.0,0.010275172305428985,0.009917894794971823,32.60794334397813,0.016481725,11.179343333333357,-0.09656666721512829,-6.655996583211616,3.6595781792789683,908.0,0.9989393827973704
10.0,0.010285008050146404,0.009941310808235161,32.66121112025314,0.016485088,11.096750000000005,-0.08712148258036832,-6.839922938259955,3.719277863061909,907.0,0.9990682807731922
11.0,0.010284781021568132,0.009942729141473818,32.65215934329707,0.016459392,11.179401666666672,-0.08653882446925297,-6.78806249242278,3.694339816996825,906.0,0.9991460624436418
12.0,0.01027668585949103,0.009941298377308621,32.70056328139325,0.016463643,11.179510000000057,-0.13948300528318858,-6.744330468823502,3.6595261012536975,905.0,0.9992212606185128
13.0,0.010244584967172031,0.009903502783792314,32.63676140784664,0.01646135,11.09616166666662,-0.09182191095352375,-6.833662865491357,3.65834918326357,904.0,0.999326445795633
14.0,0.010235836533440575,0.00990653540839095,32.66361131801472,0.016468929,11.096181666666599,-0.0861566942396266,-6.8226123345229,3.6769750758079067,903.0,0.9993126056407489
15.0,0.010280027664901287,0.009970561819376403,32.55641779907401,0.016482232,11.096216666666685,-0.09344441140996755,-6.921240265905083,3.720994706411417,902.0,0.999313436050042
16.0,0.010249629844522632,0.00994340120386508,32.52407033272061,0.016473331,11.179670000000018,-0.09172003735807951,-6.752153436583553,3.6683254409333483,901.0,0.9993571709394762
17.0,0.010243787887400404,0.009940120664392024,32.546831327570686,0.016473027,11.09583500000008,-0.08739130512206007,-6.60247960648264,3.5931955429136426,900.0,0.9993997986165195
18.0,0.010232322357392527,0.009935496106823339,32.54754084340663,0.016471041,11.179560000000007,-0.1378030238669295,-6.635059173551472,3.660603143682309,899.0,0.9993781157072009
19.0,0.010235116910875452,0.009944750474247322,32.56541110118509,0.016482238,11.09627166666687,-0.09338557204402627,-6.744127815660323,3.685472975569036,898.0,0.9994400273333832
20.0,0.010235919035852577,0.009951174601637842,32.54670642502306,0.016481804,11.179924999999882,-0.13840397091989107,-6.850288659871115,3.669553508133664,897.0,0.9994857921122003
21.0,0.010237220511796707,0.009974661934212297,32.5432425619308,0.016480096,11.180179999999867,-0.08799439799056441,-6.623375892309835,3.6201878487527623,896.0,0.9994920663157479
22.0,0.01024757959701,0.009992646913788757,32.585671586142354,0.016482558,11.179790000000018,-0.08880362478599768,-6.870380669362298,3.668443396868852,895.0,0.9995044301874445
23.0,0.010217027800704664,0.009957516997161785,32.55019821462038,0.016472785,11.096469999999924,-0.09201793435445069,-6.8044147359379314,3.68861615293877,894.0,0.9995453970459018
24.0,0.010206994942563968,0.009960919708248547,32.71354192036207,0.016488435,11.095991666666668,-0.08985317455818001,-6.906315279275776,3.619485834460976,893.0,0.9995286965923417
25.0,0.010243310746502815,0.010013088008089659,32.6321841818182,0.016502012,11.096204999999948,-0.09216757021129067,-6.791881209891443,3.658469373748064,892.0,0.9995787979530225
26.0,0.010211724920046851,0.009990169843502004,32.66985547434758,0.016485037,11.179483333333337,-0.08815223206889658,-6.664573870594953,3.6180182392439297,891.0,0.9995434594242182
27.0,0.010199445602043234,0.009981456637903039,32.539317067395345,0.016500838,11.0967750000001,-0.09008286857426195,-7.013030878070953,3.644132631154363,890.0,0.9995234373334856
28.0,0.010223962509057776,0.010013797698099949,32.59715685376919,0.016497666,11.180063333333237,-0.0914810430989411,-6.7368275915368185,3.6116708679734835,889.0,0.9995493645569687
29.0,0.01021033324808129,0.010005372476126312,32.5872211464319,0.016484616,11.17983833333322,-0.09036416762651527,-6.707570587990323,3.632661511836916,888.0,0.9995621897671616
30.0,0.01018967066408829,0.009994350219133925,32.656227266789315,0.016490273,11.180280000000009,-0.08780121141382642,-6.733752406303404,3.633604351544908,887.0,0.9995988200437551
31.0,0.010189209963322149,0.010006497575976457,32.60206225223629,0.016488576,11.179869999999937,-0.08703096317525884,-6.609698490649548,3.5757056836196552,886.0,0.9995538856742309
32.0,0.01015645255319798,0.009971311975948603,32.608089519889035,0.016494425,11.09627166666663,-0.08804435687969736,-6.732611925907535,3.596850629528444,885.0,0.9994883756077788
33.0,0.010183270736197734,0.010018007534418633,32.6087641324746,0.016499419,11.096095000000059,-0.08946632872155581,-6.60641802246139,3.602413641650687,884.0,0.9994648473444756
34.0,0.010214843725296708,0.010072669423780847,32.6081301762034,0.01650168,11.179283333333297,-0.08541399936954161,-6.754807544597849,3.589893113819217,883.0,0.9994952956852209
35.0,0.010185296791937552,0.010042708468540185,32.617465802378746,0.016500695,11.1797566666668,-0.08623096306891902,-6.876868916571781,3.6398385720215916,882.0,0.9994976023777018
36.0,0.010197165817393137,0.010057344879451674,32.6173716555864,0.016499855,11.179735000000074,-0.08810863112036346,-6.678980674929287,3.5629657148595695,881.0,0.9995020312272647
37.0,0.01019728702713194,0.010081604745289836,32.646676602529276,0.016497821,11.179508333333311,-0.08787324511366858,-6.8004223895545035,3.5702284746186503,880.0,0.9994994477316862
38.0,0.010159736137752751,0.010026143680404899,32.749315585211896,0.016487114,11.180104999999942,-0.08603097570108827,-6.824202605595995,3.5774738678137767,879.0,0.9995444743689097
39.0,0.01019802367185509,0.010095881021239247,32.694573696060054,0.01649797,11.179778333333282,-0.08926532047357989,-6.823607675515379,3.6300574946037867,878.0,0.9995433671565189
40.0,0.010215535459536644,0.010123487484958352,32.697135370404474,0.016492911,11.096218333333187,-0.08959573178677713,-6.718459080582161,3.6051624715700332,877.0,0.9995323873003109
41.0,0.010177658902854608,0.010093307588965827,32.69409995574394,0.016497375,11.011841666666927,-0.08908362532321827,-6.70553694036303,3.574370509707195,876.0,0.9995063678091285
42.0,0.010196810086593119,0.010130027193647804,32.67099526443202,0.016502077,11.179391666666682,-0.089217126422106,-6.9784401950099895,3.5927733995551288,875.0,0.99947508905909
43.0,0.010166305107430402,0.010113001529763724,32.606103804464276,0.016526241,11.179800000000007,-0.1368305916004024,-6.673372160089114,3.471546322327818,874.0,0.9994213892581391
44.0,0.010163386017227358,0.010111808028888959,32.64465138617503,0.016526457,11.09579500000012,-0.08925303293618934,-6.77958570966468,3.5612113516140163,873.0,0.9994268330523934
45.0,0.01016663209543494,0.010124275999181385,32.607321166666615,0.01652584,11.17946833333311,-0.0918561139795407,-6.967645939903067,3.589441710363843,872.0,0.999441134545774
46.0,0.010168006118460377,0.01014010737753999,32.616498982292526,0.0165186,11.179389999999936,-0.08607581854219644,-7.158074551230218,3.6219146253881194,871.0,0.9994296010833703
