Cycle,slope,intercept,Tavg,IR,chargetime,dQdV_max,dQdV_min,dQdV_var,RUL,SOH
1.0,0.010357573726660586,0.010415298438543556,34.06971512489972,0.013516996,10.06860666666665,-0.14017805786520024,-6.654952575482033,3.601090563326031,666.0,0.9990153062126766
2.0,0.010361856961310303,0.01039379530438123,34.039090636801795,0.013527169,10.064893333333506,-0.14122677320547786,-6.56349955857734,3.5824724358061926,665.0,0.9995680441467911
3.0,0.01035757860758458,0.010370739075448991,34.04502516062137,0.013534418,10.061934999999842,-0.14120242706405384,-6.56012147162741,3.5911554712618403,664.0,0.9999140227243395
4.0,0.010350799341228793,0.010343353830514625,34.0284334971829,0.013538286,10.062503333333249,-0.1415592536358304,-6.58469534688096,3.596167265301444,663.0,0.9999882416198496
5.0,0.010351966010278059,0.010342748339619378,34.04095428585289,0.013550496,10.062440000000061,-0.14245369725764906,-6.6101043607227625,3.602349724053523,662.0,1.0
6.0,0.010319001692069393,0.010312659729958868,33.982290862403325,0.013547892,10.060586666666495,-0.14270259757435877,-6.547712178067962,3.572272874523031,661.0,0.9999522139430684
7.0,0.010316343174650756,0.010306655739185037,33.98317554456331,0.013563924,10.06302333333321,-0.14277781438173287,-6.516396953532138,3.5730542374337606,660.0,0.9998840153381954
8.0,0.010321418825011306,0.010325469226366058,33.98208387412606,0.013580643,10.06186333333341,-0.14277825514012882,-6.539283359899539,3.569083371750779,659.0,0.9998091379733972
9.0,0.01029345349778233,0.010295511392908432,33.97288988620526,0.013581209,10.062598333333396,-0.14261795458478543,-6.512740714991271,3.5537032081935043,658.0,0.9995232682351782
10.0,0.01029185777609029,0.010297994569764731,33.934537438829054,0.013582986,10.062581666666665,-0.1421887211880928,-6.462498851557294,3.5418544887440477,657.0,0.9994189478864829
11.0,0.010320502170030691,0.010342236169347168,33.864419922359424,0.013613893,10.060115000000224,-0.14336230649188006,-6.467766106965284,3.551163040242235,656.0,0.9992758719168116
12.0,0.010228173677214878,0.010268930775897939,33.971687562115726,0.013608951,10.063206666666762,-0.14335286666722283,-6.46467904706301,3.5058494500713016,655.0,0.9988692200976867
13.0,0.010287770986317826,0.010344057101477726,34.04504796965002,0.013606145,10.063489999999971,-0.1411789690061008,-6.470572013495854,3.5400475332230217,654.0,0.9986456227407449
14.0,0.010260187572344013,0.0103068245200751,33.97010605967158,0.013616753,10.059165000000212,-0.14361430069781256,-6.485920954447143,3.5207837974503096,653.0,0.9985507090961699
15.0,0.010197684298039661,0.010263496614700858,34.03375663524689,0.013606405,10.060276666666807,-0.14386678713126452,-6.409396072346073,3.4865487358645204,652.0,0.998296163682672
16.0,0.010207606627997936,0.010281368166477865,34.08284238720512,0.013623863,10.06207999999994,-0.14258606978729774,-6.449216752785912,3.5009315197501656,651.0,0.9979640129601806
17.0,0.010202344351949846,0.010281061199047765,34.12629680019631,0.013636156,10.061801666666481,-0.142791847327685,-6.439718336510827,3.486023831731885,650.0,0.9978406910691622
18.0,0.010183502925438176,0.010276512203398603,34.12639014971222,0.0136425,10.062351666666412,-0.14266014771429641,-6.409097819724799,3.475158048840099,649.0,0.9975346909841255
19.0,0.010184222355996985,0.010286646534149138,34.10632121690864,0.013651244,10.061938333333334,-0.14468781031619107,-6.483661600763088,3.4852334576604465,648.0,0.9973798566343038
20.0,0.010176115132812247,0.010292896986942968,34.107409718835605,0.013652379,10.063656666666793,-0.14487742339248105,-6.406019738317004,3.4725996295612513,647.0,0.9970552312751089
21.0,0.010175757346133988,0.010302106585851414,34.156691119127665,0.013659428,10.063776666666673,-0.14422654449354588,-6.4621508126031175,3.4737763888104842,646.0,0.9969698184016955
22.0,0.01017224864292737,0.010314142787605205,34.15981611692598,0.013664225,10.063868333333327,-0.14411689534624814,-6.38448152403251,3.458184794850599,645.0,0.9967289127091722
23.0,0.010160979863915466,0.010316342725750906,34.10535628260598,0.013675783,10.064733333333182,-0.14291068533478027,-6.425376367079976,3.460242661865957,644.0,0.9963979848582165
24.0,0.01015234478715286,0.010317448045794477,34.17603283920725,0.013665845,10.065356666666533,-0.14320269273351502,-6.361314305177072,3.444655561392679,643.0,0.9961572672997755
25.0,0.010143363551225177,0.010323279142090204,34.1256529322102,0.013685429,10.065836666666534,-0.14415830434644641,-6.3496115427256115,3.427946188444296,642.0,0.9959494732057559
26.0,0.010155732514932462,0.010353530364386684,34.06870329242151,0.013686705,10.06589833333322,-0.14402697766494846,-6.460623074411123,3.447779143145032,641.0,0.9957624679278422
27.0,0.010142405380379542,0.010354501776619658,34.056254763654685,0.013704102,10.06741666666688,-0.14394200988729056,-6.3409925539056236,3.423959142397416,640.0,0.995479232066777
28.0,0.01012546493894464,0.010335720474916097,34.006398546455046,0.0136864,10.066753333333084,-0.14381502798031387,-6.385079792675374,3.4211270052779192,639.0,0.9955766855214645
