Cycle,slope,intercept,Tavg,IR,chargetime,dQdV_max,dQdV_min,dQdV_var,RUL,SOH
1.0,0.009941137003433076,0.010290103101587417,32.87871771118055,0.0,10.051825000000001,-0.13347872001989283,-6.598841223690009,3.3628221485088656,863.0,0.9955503641778631
2.0,0.009953183305414948,0.010227627395582448,33.402773087989836,0.0,10.051756666666666,-0.13444404920333797,-6.605905997407998,3.3875284912998964,862.0,0.9968671718694653
3.0,0.009973941520659321,0.010212906105631706,33.53738621791581,0.0,10.051491666666667,-0.134367097928413,-6.583733526223642,3.4009134535301033,861.0,0.9975711126488711
4.0,0.009955022453678955,0.010158946117087878,33.59630389491401,0.0,10.051861666666658,-0.1408337566366819,-6.54584802547216,3.3952757530323736,860.0,0.9980802983609997
5.0,0.009950979538349804,0.010138050248027537,33.58350329513141,0.0,10.052145000000019,-0.13837712379197437,-6.54078075599068,3.390179110221371,859.0,0.998372430961916
6.0,0.009917091644229183,0.01007948041316531,33.52319862332577,0.0,10.051294999999998,-0.13709756892918948,-6.560338251196271,3.3899092884070745,858.0,0.9985936237943649
7.0,0.009921997261851546,0.010091178886590942,33.535772032366886,0.0,10.051864999999998,-0.13798063305553676,-6.590581112908266,3.389215554116678,857.0,0.9987195089537937
8.0,0.0099107990354031,0.010070823822509786,33.587388917000396,0.0,10.052043333333312,-0.1408827478043112,-6.567951810445013,3.3880021129827225,856.0,0.9989409840399635
9.0,0.009898077337072408,0.01006036740541362,33.550821403886104,0.0,10.051416666666652,-0.15248482696410326,-6.515707429300386,3.3690799975834684,855.0,0.9990257542407446
10.0,0.00989170159268797,0.010053178336457073,33.510532478733424,0.0,10.051324999999997,-0.1392203459768345,-6.536068781542168,3.3741276808359877,854.0,0.9990616004632725
11.0,0.009882207066411861,0.01004712038340537,33.524069626630805,0.0,10.050795000000047,-0.1398578168610813,-6.493094157737773,3.3554282470470045,853.0,0.9991483464400984
12.0,0.009862119077976997,0.010026793545832769,33.5755378861622,0.0,10.051823333333353,-0.13930298887011935,-6.537236461884995,3.3589759305165154,852.0,0.9992631296198465
13.0,0.00985927409673478,0.010029366180888441,33.52250282115885,0.0,10.051788333333388,-0.13928597153647906,-6.5373038544959865,3.35645840382267,851.0,0.99924685298862
14.0,0.009856818714678096,0.010029731943750198,33.44842424785925,0.0,10.051645000000038,-0.13795483058108182,-6.547856368779222,3.357218106736363,850.0,0.9993185454336757
15.0,0.009852231657312579,0.010031742017557053,33.41597984566906,0.0,10.051086666666743,-0.1387242519429068,-6.4861577993807575,3.3384121965518396,849.0,0.9992690569479812
16.0,0.009855806850136794,0.010039266368384005,33.456205528548814,0.0,10.051394999999927,-0.14021004615852412,-6.46089716789985,3.3455686187835134,848.0,0.9993156288118954
17.0,0.009859633924051774,0.010037545955218843,33.52066817327661,0.0,10.052783333333355,-0.1396779835276797,-6.5851163741830145,3.3726784744186356,847.0,0.9994249550863766
18.0,0.009861224158273427,0.01004082784529526,33.48506457997897,0.0,10.052146666666765,-0.13905634663856423,-6.517595283339662,3.368702472952569,846.0,0.999401998450427
19.0,0.00988329158426615,0.010066844056428222,33.562768908395,0.0,10.052493333333283,-0.14063563482669295,-6.532834236748474,3.3601039129543344,845.0,0.9995012576755371
20.0,0.009888455639702589,0.010071248281101989,33.692824065956266,0.0,10.051411666666658,-0.14114741076598977,-6.5385129345799,3.369842443398773,844.0,0.999470397935408
21.0,0.009894018143491655,0.010069784652952425,33.84077476920992,0.0,10.051323333333373,-0.14053676204827673,-6.522338787653009,3.3777882737303853,843.0,0.9995628830712217
22.0,0.009903356677037716,0.010067145607508378,33.95873640039365,0.0,10.052104999999937,-0.13945853608472383,-6.524150934934427,3.3840176854549604,842.0,0.9996279895961279
23.0,0.009931114141088729,0.010086708491362369,33.99913632169074,0.0,10.052586666666684,-0.1403021716071422,-6.504850097394698,3.3873110374297113,841.0,0.9997327998110782
24.0,0.009918700663580712,0.01006996669568602,34.11076192575416,0.0,10.052266666666643,-0.14196654988772825,-6.490460511309938,3.3843741058056365,840.0,0.9998576500401977
25.0,0.009913579488242837,0.010064895849853943,34.08372284524049,0.0,10.05290499999998,-0.14445777077373564,-6.559164458529825,3.3920340717928616,839.0,0.9999497588377168
26.0,0.009918770002109972,0.010071350411623079,34.136972628609335,0.0,10.052434999999969,-0.1424821563433451,-6.5272326271469385,3.3916527761525788,838.0,0.999901775705199
27.0,0.009917132884833105,0.010076623555297913,34.10985673909846,0.0,10.052003333333172,-0.14233062832465945,-6.49633841475534,3.389529574716817,837.0,0.9998959424616383
28.0,0.009920997072919364,0.010084211416463118,34.13053489830526,0.0,10.052241666666669,-0.14199670905401715,-6.516574455786749,3.3872326933147714,836.0,0.9999599199716617
29.0,0.009932140286600565,0.010105305752717342,34.099708386639726,0.0,10.05254833333335,-0.14278253880947425,-6.5215258364330495,3.3880406544374098,835.0,0.9999704574439008
30.0,0.00991236335799848,0.010087391471163587,34.13406311894991,0.0,10.051948333333469,-0.1425047593722602,-6.506992082314445,3.382833184505075,834.0,0.9999398799574926
31.0,0.009910638717470683,0.010090021427642993,34.10243036724309,0.0,10.051080000000123,-0.14449584350126501,-6.471494226714898,3.375428744620051,833.0,0.9999462777084949
32.0,0.009910625080996542,0.010097427083008422,34.08802978246952,0.0,10.052046666666623,-0.14128485143231148,-6.494831642985776,3.3793022788851217,832.0,0.9999609549019709
33.0,0.00990470637337024,0.010104352880421129,34.01028339410915,0.0,10.052083333333334,-0.1434466553511808,-6.529283046862583,3.3691471347760418,831.0,0.9998732680794092
34.0,0.0098936530221177,0.010107175718874017,33.913418902850616,0.0,10.052013333333404,-0.1430137444843231,-6.4994991346161655,3.368465581595031,830.0,0.999876749208631
35.0,0.009881472149315423,0.01011055315830609,33.845407298683966,0.0,10.051731666666699,-0.1420367831683141,-6.510512854193592,3.356534669192444,829.0,0.9998459835530756
36.0,0.009876599776882294,0.01012871726469241,33.75762803146604,0.0,10.052096666666573,-0.14229093835061238,-6.494024532233797,3.349181854266456,828.0,0.9998051508481488
37.0,0.009854528563634635,0.01012469863185245,33.679608373129454,0.0,10.051689999999992,-0.14020590197468089,-6.487910158256595,3.3371370877666755,827.0,0.9997585789842348
38.0,0.009846234104114272,0.010135968223682686,33.663214887944854,0.0,10.052033333333384,-0.14162561915294936,-6.467544677022349,3.327798385479273,826.0,0.9997163350107046
39.0,0.00985150079185786,0.010150734481051457,33.56814035212477,0.0,10.051611666666577,-0.1406685163429303,-6.49967509252077,3.324765402448271,825.0,0.9996714566691144
40.0,0.009851194837353342,0.010159421717547102,33.57762729070064,0.0,10.051703333333474,-0.13944030166570529,-6.481288895818663,3.325257452419203,824.0,0.9996572498985062
41.0,0.009853362000640587,0.01016199220331348,33.650361087207294,0.0,10.051229999999972,-0.14294924612429466,-6.524721095688195,3.331507559501921,823.0,0.999622344521714
42.0,0.0098529681540068,0.0101653085564663,33.690840814822444,0.0,10.050915000000048,-0.14080620885242182,-6.486578193406362,3.3273388562225605,822.0,0.9997080555682308
43.0,0.009838925365534794,0.010161709073364512,33.667653965903334,0.0,10.052388333333267,-0.14041008292448848,-6.512777428571251,3.3183402315116033,821.0,0.9997256493834874
44.0,0.009842096689898218,0.010171358896910333,33.64228331933849,0.0,10.051038333333418,-0.1454483045618383,-6.4849005989625255,3.319224018437356,820.0,0.9997488882731577
45.0,0.009843139622684776,0.010180370944179121,33.64102105000221,0.0,10.051694999999988,-0.14066465108509107,-6.532702628591838,3.3227311048612096,819.0,0.9996667524404361
46.0,0.009821337425057398,0.010165557017867352,33.66778920831113,0.0,10.051976666666693,-0.13991298970858693,-6.499332560268834,3.3159151711747232,818.0,0.9996836876636778
47.0,0.009826306522607854,0.010183972021068279,33.603795541759474,0.0,10.051841666666586,-0.1404136462036316,-6.468674212050313,3.3045784981862183,817.0,0.9996612955351696
48.0,0.009822489987449657,0.01018543361494301,33.58199034264735,0.0,10.051228333333468,-0.14114037871879398,-6.490219031107483,3.30140212575489,816.0,0.9996030571841333
49.0,0.009821914855609001,0.010189753260045814,33.70231042756698,0.0,10.05184333333309,-0.14143330704619156,-6.490376794029752,3.3057394883747775,815.0,0.9996006109852207
50.0,0.009820818291281922,0.0102066716977063,33.89999598042988,0.0,10.052251666666416,-0.13992176022448,-6.485424981150955,3.300150872541325,814.0,0.9986030322517213
