Cycle,voltage mean,voltage std,voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current mean,current std,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy,RUL,SOH
1,4.0962315,0.057937153,-1.2044108,0.08472428,0.6079638,1249.628,0.0001654398,3.5442834,0.31584305,0.093887,-1.1208515,0.29537445,0.12381886,1414.826,-0.0003017906,4.7081323,196,0.9972625
2,4.096755,0.058375973,-1.202767,0.09395127,0.6094346,1252.812,0.00016608035,3.5432274,0.31530103,0.09386938,-1.1244283,0.29256818,0.122523054,1400.624,-0.00030279902,4.697426,195,1.0000005
3,4.097114,0.058418635,-1.2055706,0.091613725,0.60783106,1249.4541,0.00016411385,3.5434616,0.3149466,0.09348648,-1.1274239,0.29224202,0.12165866,1393.6221,-0.00030298517,4.688671,194,0.99887323
4,4.095037,0.058339443,-1.2014911,0.09376728,0.6067573,1247.354,0.00016720242,3.5432034,0.31588402,0.09394333,-1.1305505,0.2923264,0.1221245,1395.728,-0.0003037695,4.688943,193,0.99573183
5,4.1000113,0.059810933,-1.224598,0.080196604,0.60704273,1247.8501,0.00016650408,3.5657516,0.31558034,0.094456054,-1.1306641,0.2926614,0.122724906,1402.5261,-0.00030233667,4.6971674,192,0.9916625
6,4.095692,0.05717119,-1.2036034,0.09447058,0.59174883,1216.2821,0.00016805418,3.5190563,0.31682658,0.094111316,-1.13232,0.28955036,0.122406885,1394.0282,-0.0003015597,4.691781,191,0.9855876
7,4.0964155,0.058469597,-1.2052642,0.091560744,0.60502243,1243.8002,0.00016656841,3.5425944,0.31604508,0.09325251,-1.1294614,0.2904563,0.12108446,1381.1261,-0.00030280076,4.6854935,190,0.97927713
8,4.097943,0.05992796,-1.2155399,0.08508015,0.6116315,1257.3901,0.00016704052,3.5667183,0.31657252,0.09350302,-1.1304415,0.28652522,0.121594496,1387.3262,-0.00030283153,4.6862106,189,0.9747834
9,4.098274,0.059903357,-1.216385,0.08461254,0.6100242,1253.9102,0.00016690527,3.5661504,0.31581536,0.09382364,-1.12668,0.2895531,0.12188634,1391.4261,-0.0003029036,4.691352,188,0.9690652
10,4.095416,0.058560617,-1.2046169,0.09177851,0.603792,1241.1621,0.00016993683,3.5429895,0.31621072,0.0937073,-1.1264317,0.28511858,0.12198363,1390.2262,-0.00030245102,4.6968584,187,0.9612794
11,4.097556,0.057464994,-1.2085594,0.09240003,0.5897394,1212.4521,0.0001692806,3.5184333,0.31542635,0.09417427,-1.1298082,0.28610015,0.1225779,1400.7241,-0.00030191592,4.6992226,186,0.9562917
12,4.0998883,0.058799516,-1.2185198,0.085146174,0.59647113,1226.1041,0.00016740599,3.5421135,0.3169029,0.09393315,-1.1343307,0.27828872,0.122453734,1394.3262,-0.0003010226,4.6933227,185,0.94931555
13,4.0998583,0.058715306,-1.216952,0.08333347,0.5962062,1225.6481,0.00016684055,3.5425134,0.3157375,0.09467724,-1.1386435,0.28519377,0.12270353,1400.8281,-0.00030015776,4.6965103,184,0.9444804
14,4.0970364,0.057303973,-1.2071623,0.09008535,0.58764833,1207.8002,0.00016976295,3.518774,0.31536993,0.093845874,-1.142537,0.27850318,0.121693544,1390.9221,-0.00029788315,4.6913924,183,0.9313159
15,4.0994525,0.05874887,-1.2150693,0.08416084,0.59637964,1226.0221,0.00016837477,3.5427976,0.3163432,0.09358027,-1.1357298,0.28355327,0.12149738,1387.1222,-0.00030079286,4.6857724,182,0.92559385
16,4.09759,0.057350934,-1.2073264,0.08853322,0.5864831,1205.6521,0.00017056809,3.5186534,0.31679213,0.09378815,-1.1335812,0.2811062,0.12151129,1383.9242,-0.0003020055,4.6855125,181,0.9187789
