Cycle,voltage mean,voltage std,voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current mean,current std,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy,RUL,SOH
1,4.0975213,0.060071483,-1.2614255,0.0629315,0.6142734,1264.104,0.00013650265,3.559757,0.3128065,0.09317899,-1.1004065,0.32565492,0.068061344,788.53204,-0.00055303046,4.1162815,198,1.0
2,4.0977306,0.060203183,-1.264902,0.06255485,0.6144066,1264.384,0.00013702999,3.558269,0.31256837,0.09421075,-1.0982871,0.32931274,0.06874844,796.028,-0.000553759,4.1266346,197,0.9902334
3,4.0990515,0.06026111,-1.2670691,0.057572685,0.6138378,1263.3561,0.00013440466,3.55885,0.31293273,0.09443984,-1.0967724,0.32925254,0.06880358,795.52606,-0.0005550345,4.1267557,196,0.9654932
4,4.10059,0.06040114,-1.2748063,0.049580034,0.60991794,1255.196,0.00013587957,3.55938,0.31223792,0.09299281,-1.0998734,0.32537684,0.06782837,786.32605,-0.00055237534,4.114267,195,0.9505739
5,4.1001587,0.061487116,-1.2780911,0.048450533,0.6173005,1270.426,0.00013680062,3.5817537,0.31176606,0.093752794,-1.0979394,0.32863373,0.068347506,791.426,-0.0005513125,4.127719,194,0.9379654
6,4.097409,0.058946643,-1.2574056,0.066510364,0.597577,1229.7161,0.00013847416,3.5354161,0.31165934,0.094087265,-1.0970864,0.32930836,0.06839044,792.82605,-0.000554034,4.124967,193,0.92615986
7,4.097994,0.06024675,-1.2629745,0.06272348,0.61214083,1259.6342,0.00013755466,3.5584605,0.31300107,0.09348449,-1.1030535,0.32378632,0.06801378,786.73206,-0.00055346277,4.115071,192,0.9147463
8,4.10134,0.06145494,-1.2811677,0.041675694,0.61260325,1260.6301,0.00013618007,3.583098,0.3129977,0.09348156,-1.0988451,0.32613322,0.06811576,788.8301,-0.0005563107,4.1174316,191,0.90118694
9,4.1004095,0.06040269,-1.2707133,0.053971384,0.6079257,1250.9462,0.00013854736,3.559496,0.31246057,0.09435739,-1.0975587,0.3299816,0.068582185,793.13007,-0.0005539743,4.124375,190,0.8880892
10,4.100841,0.061559238,-1.2784733,0.045566987,0.61339825,1262.2081,0.00013609287,3.5824804,0.31362483,0.094575636,-1.1026329,0.3274678,0.06895132,795.43005,-0.0005525895,4.1251173,189,0.87567043
11,4.100368,0.060406677,-1.2724591,0.05156501,0.6074593,1250.0562,0.00013794763,3.558893,0.31191945,0.093013234,-1.1009543,0.32412383,0.067877665,788.7281,-0.0005513965,4.11688,188,0.8649912
12,4.0988274,0.059176005,-1.2618428,0.06278486,0.59721947,1228.9741,0.00013965598,3.5352032,0.31114295,0.092833355,-1.0999418,0.32742104,0.0675847,786.22406,-0.00055465754,4.115052,187,0.85408115
