X_scaled,Y_normalized
0.0,0.12551156243289896
0.002004008016031982,0.1346943081523936
0.004008016032064227,0.14415372751089886
0.006012024048096209,0.15386799306973953
0.008016032064128192,0.16381281095098107
0.010020040080160435,0.17396157702262968
0.012024048096192418,0.18428557634191148
0.0140280561122244,0.19475422568798123
0.016032064128256644,0.2053353582000526
0.018036072144288626,0.21599554827940926
0.02004008016032061,0.22670047402985694
0.02204408817635259,0.23741531361905058
0.024048096192384835,0.24810517106228405
0.026052104208416818,0.2587355260811035
0.0280561122244488,0.26927270189277996
0.030060120240481044,0.2796843440642226
0.03206412825651302,0.289939902936318
0.034068136272545006,0.30001111161119626
0.03607214428857725,0.3098724511137893
0.038076152304609236,0.31950159410604306
0.04008016032064122,0.32887981846024555
0.04208416833667346,0.3379923820971501
0.04408817635270544,0.34682885077128695
0.046092184368737424,0.3553833709424516
0.04809619238476941,0.3636548805073032
0.05010020040080166,0.3716472509723668
0.052104208416833636,0.37936935561951335
0.05410821643286562,0.38683505933306134
0.056112224448897866,0.39406312700576374
0.05811623246492984,0.40107704879782546
0.060120240480961824,0.40790478196374114
0.06212424849699407,0.4145784104589241
0.06412825651302605,0.4211337250626741
0.06613226452905803,0.427609728275017
0.06813627254509028,0.4340480697313165
0.07014028056112226,0.4404924192989619
0.07214428857715424,0.4469877863444057
0.07414829659318649,0.45357979485745986
0.07615230460921847,0.4603139251662625
0.07815631262525045,0.46723473384679814
0.0801603206412827,0.47438506410438325
0.08216432865731468,0.4818052593647738
0.08416833667334665,0.4895323930463605
0.08617234468937864,0.49759952748464154
0.08817635270541088,0.5060350147420923
0.09018036072144286,0.5148618515621938
0.09218436873747485,0.5240971000218839
0.0941883767535071,0.5337513845126826
0.09619238476953908,0.5438284745526814
0.09819639278557106,0.5543249616187144
0.10020040080160332,0.5652300367133118
0.1022044088176353,0.5765253737714605
0.10420841683366727,0.5881851222963866
0.1062124248496995,0.6001760108233627
0.10821643286573149,0.6124575609792052
0.11022044088176346,0.6249824100662846
0.11222444889779547,0.6376967382884201
0.11422845691382771,0.6505407949857658
0.11623246492985968,0.6634495165899553
0.11823647294589167,0.6763532274805207
0.12024048096192391,0.6891784135482659
0.1222444889779559,0.7018485570767855
0.12424849699398788,0.7142850205624662
0.1262525050100201,0.7264079663247875
0.1282565130260521,0.7381372982268922
0.13026052104208408,0.7493936115407239
0.13226452905811634,0.7600991369564261
0.13426853707414832,0.7701786649511048
0.1362725450901803,0.7795604371925868
0.13827655310621254,0.7881769923476769
0.14028056112224452,0.7959659545769058
0.1422845691382765,0.8028707541078626
0.14428857715430873,0.8088412705626514
0.14629258517034072,0.8138343911439824
0.1482965931863727,0.8178144773273696
0.15030060120240496,0.8207537353307984
0.15230460921843694,0.8226324873031121
0.15430861723446893,0.8234393418530389
0.1563126252505009,0.8231712641965144
0.15831663326653314,0.8218335477976162
0.16032064128256512,0.819439690884996
0.1623246492985971,0.8160111826128227
0.16432865731462937,0.8115772048766458
0.16633266533066135,0.8061742568691842
0.1683366733466933,0.7998457103517372
0.1703406813627253,0.7926413043121929
0.17234468937875755,0.7846165881739646
0.17434869739478953,0.7758323230103431
0.17635270541082151,0.766353850310451
0.17835671342685375,0.7562504377445606
0.18036072144288573,0.7455946111027173
0.1823647294589177,0.7344614811482999
0.18436873747494997,0.7229280735595214
0.18637274549098196,0.7110726694495242
0.18837675350701394,0.6989741631867957
0.19038076152304617,0.686711443407254
0.19238476953907815,0.67436280224502
0.19438877755511014,0.6620053769363521
0.19639278557114237,0.6497146270942703
0.19839679358717435,0.637563850132758
0.20040080160320634,0.6256237365573956
0.20240480961923862,0.6139619661503871
0.2044088176352706,0.6026428454732691
0.20641282565130256,0.5917269865991166
0.20841683366733477,0.581271026570797
0.21042084168336675,0.5713273867639161
0.2124248496993988,0.5619440711080587
0.214428857715431,0.5531645019815282
0.21643286573146298,0.5450273925327717
0.21843687374749493,0.5375666541842192
0.2204408817635269,0.5308113381272801
0.2224448897795592,0.5247856097058683
0.22444889779559118,0.5195087546945509
0.22645290581162317,0.5149952165910542
0.22845691382765543,0.5112546641469998
0.2304609218436874,0.5082920884421267
0.23246492985971937,0.5061079288546932
0.23446893787575135,0.5046982272852444
0.2364729458917836,0.504054809945582
0.2384769539078156,0.5041654959258595
0.24048096192384757,0.5050143315990285
0.2424849699398798,0.5065818497146992
0.2444889779559118,0.5088453517782122
0.24649298597194377,0.5117792120116267
0.248496993987976,0.5153552008601295
0.250501002004008,0.5195428256503065
0.25250501002004,0.5243096856375957
0.25450901803607223,0.5296218383115011
